Unnamed: 0,Title,Price,Area,Category,Size,Bedrooms,Bathrooms,Price_Category,Price_per_sqft
6282,Below Market 30% | Casa Idaman Jalan Ipoh Sentul 1012sf,280000,SENTUL,Apartments,1012,3,2,Low,276.6798418972332
6283,"[1259sqt] FULL RENO PELANGI CONDOMINIUM, SENTUL, KL CAN USE KWSP",440000,SENTUL,Apartments,1259,3,2,Low,349.4837172359015
6284,"The Tamarind Sentul condo,FULLY renovated unit/freehold near subway",500000,SENTUL,Apartments,1079,3,2,Low,463.3920296570899
6285,"The Tamarind east condo,Jalan Ipoh,Sentul/move in condition klcc view",500000,SENTUL,Apartments,1079,3,2,Low,463.3920296570899
6286,Bayu Sentul Condominium (taman dato senu) Good condition,460000,SENTUL,Apartments,1250,3,2,Low,368.0
6287,"P/F Menara Megah Condo,SUPER BELOW MKT VALUE, Jalan Ipoh Sentul",330000,SENTUL,Apartments,1068,3,2,Low,308.9887640449438
6288,One Maxim Sentul Condo (original/unfurnished),430000,SENTUL,Apartments,819,3,2,Low,525.030525030525
6289,Panorama Residence Sentul Condo (Original/Unfurnished),420000,SENTUL,Apartments,1092,3,2,Low,384.61538461538464
6290,Rumawip Sentul 850sqft 3R2B Condo Facilities Low Density KL LSH33,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6291,[FULL LOAN] Bayu Sentul Condo 3R2B 1260sf 2CARPARK Sentul CASHBACK,450000,SENTUL,Apartments,1230,3,2,Low,365.8536585365854
6292,Sentul point freehold developer unit only 1k booking ready unit kl,312900,SENTUL,Apartments,700,2,1,Low,447.0
6293,Minest condo 4room3bath freehold with 2 carpark sentul setapak kl,488600,SENTUL,Apartments,1050,4,3,Low,465.3333333333333
6294,MURAH CORNER UNIT LEVEL 3 Sentul Park Apartment Sentul Kuala Lumpur,300000,SENTUL,Apartments,733,3,2,Low,409.2769440654843
6295,Sentul pelangi sentul condominum,390000,SENTUL,Apartments,1223,3,2,Low,318.8879803761243
6296,0% DOWNPAYMENT Menara Orkid 838SF LRT Sentul 3R2B BELOW MV+RENO,270000,SENTUL,Apartments,838,3,2,Low,322.1957040572792
6297,"Penthouse Duplex Villa Angsana, Taman Rainbow, Sentul Kuala Lumpur",730000,SENTUL,Apartments,2412,4,4,Low,302.65339966832505
6298,Perhentian Sentul [FREEHOLD+WELLKEPT+LOWESTPRICE 24*65]nr. Bandar Park,309000,SENTUL,Apartments,1630,4,3,Low,189.57055214723925
6299,(BRAND NEW CONDO) Rica Residences Sentul East 2r1b Near KTM & LRT,450000,SENTUL,Apartments,657,2,1,Low,684.931506849315
6300,Sentul Rumawip Condo 3r2b 850sf Free Register 0%Downpayment FreeMOT KL,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6301,Sri suajaya sentul near 1sentul rm1k booking full loan,320000,SENTUL,Apartments,1187,4,2,Low,269.5871946082561
6302,Sentul village desa sentul corner unit rm1k booking full loan,450000,SENTUL,Apartments,1054,3,2,Low,426.9449715370019
6303,Sentul village desa sentul below market price rm1k booking full loan,420000,SENTUL,Apartments,948,3,2,Low,443.0379746835443
6304,NEAR UTC AND LRT SENTUL APARTMENT MAWAR (NEGO) 350k,350000,SENTUL,Apartments,1005,3,2,Low,348.2587064676617
6305,"Panorama Sentul Renovated, rm1k booking full loan",450000,SENTUL,Apartments,1092,3,2,Low,412.0879120879121
6306,Panorama sentul below market price rm1k booking full loan,390000,SENTUL,Apartments,1092,3,2,Low,357.14285714285717
6307,Bayu sentul corner unit rm1k booking full loan,485000,SENTUL,Apartments,1363,3,2,Low,355.8327219369039
6308,"Sentul Utama Condo, 1k booking fees, Renovated Full loan",320000,SENTUL,Apartments,877,3,2,Low,364.88027366020526
6309,"[NICE VIEW] Platinum Lake PV12 Condominium, Setapak KL",410000,SENTUL,Apartments,1207,3,2,Low,339.6851698425849
6310,"Bayu sentul near 1sentul, maxim citylight taman dato senu 1k booking",430000,SENTUL,Apartments,1230,3,2,Low,349.5934959349593
6311,Menara orkid sentul near utc and lrt rm1k booking full loan,270000,SENTUL,Apartments,270000,3,2,Low,1.0
6312,Below MV Bayu Sentul Condominium l Big Balcony l 1250 sf l 2Carpark,438000,SENTUL,Apartments,1250,3,2,Low,350.4
6313,[FULL LOAN] Pangsapuri Mawar Apartment 1000sf Sentul NEAR LRT CASHBACK,315000,SENTUL,Apartments,1100,3,2,Low,286.3636363636364
6314,"[MUST VIEW+CORNER UNIT] The Fennel Condominium, Sentul East, KL",850000,SENTUL,Apartments,1287,3,3,Low,660.4506604506605
6315,Menara Orkid Sentul [ BASIC UNIT ] [ below MV ],285000,SENTUL,Apartments,850,3,2,Low,335.29411764705884
6316,Harga Murah Pangsapuri Sentul Utama Strata Title ready,199000,SENTUL,Apartments,678,3,1,Low,293.51032448377583
6317,1009 sqft! Big unit Maxim Citylights Sentul Cashback 50k!,350000,SENTUL,Apartments,1009,3,2,Low,346.8780971258672
6318,"B LOW MARKET NICE UNIT Sentul Park Apartment, Sentul Pasar, KL",279000,SENTUL,Apartments,733,3,2,Low,380.6275579809004
6319,[ FULL LOAN ] 0% DOWNPAYMENT FREEHOLD KL Sentul Point Fully Furnished,515000,SENTUL,Apartments,875,3,2,Low,588.5714285714286
6320,"[New Completed Condo] Sentul Point Condo, Sentul, Full Loan Free Hold",435000,SENTUL,Apartments,850,3,2,Low,511.7647058823529
6321,Maxim Citylights Specialist Agent Sentul Fews Units Low Down Payment,350000,SENTUL,Apartments,1006,3,2,Low,347.9125248508946
6322,[FACING OPEN AREA | PARTLY RENOVATED] Sentul | Sri Suajaya Condo,365000,SENTUL,Apartments,1095,3,2,Low,333.3333333333333
6323,"[New Completed Condo] Sentul Point Condo, Sentul, Full Loan Free Hold",480000,SENTUL,Apartments,1001,3,2,Low,479.5204795204795
6324,"Sentul Vista Condominium, Sentul Raya Boulevard 1600/monthly, Freehold",399000,SENTUL,Apartments,960,3,2,Low,415.625
6325,Hock Lock Mansion Jalan Union Sentul,170000,SENTUL,Apartments,517,3,1,Low,328.82011605415863
6326,Corner Unit Tastefully Reno Large Balcony Low Density Condo For Sale,410000,SENTUL,Apartments,1172,3,2,Low,349.82935153583617
6327,[FULL LOAN] Rafflesia Sentul Condo 1231sf 4R2B 2CARPARK WELL KEPT,535000,SENTUL,Apartments,1231,4,2,Low,434.6060113728676
6328,Sentul point 2room freehold ready developer unit free legal fee sentul,326800,SENTUL,Apartments,721,2,1,Low,453.25936199722605
6329,Rica residence freehold 915sqf walk to ktm/mrt developer unit sentul,569800,SENTUL,Apartments,915,2,2,Low,622.7322404371585
6330,Sentul Utama Condo l NonBumi Lot KLCC View l 877sf l 1 Covered Carpark,360000,SENTUL,Apartments,877,3,2,Low,410.4903078677309
6331,Minest residence freehold 4room with 2 carpark free legal fees sentul,486700,SENTUL,Apartments,1050,4,3,Low,463.5238095238095
6332,"The Fennel condo, LARGE UNIT【3+1 Rooms】Partially Furnished, Sentul",950000,SENTUL,Apartments,1488,3,4,Low,638.4408602150538
6333,Sri Suajaya Condo 1187sf Sentul KL Freehold Below Market Low Booking,310000,SENTUL,Apartments,1187,3,2,Low,261.1625947767481
6334,"The Fennel condo, Fully Furnished 3+1 Bedrooms, Near LRT Sentul East",1000000,SENTUL,Apartments,1488,3,4,Low,672.0430107526881
6335,Bandar Baru Sentul Anjung Villa Kuala Lumpur,529000,SENTUL,Apartments,1202,3,2,Low,440.09983361064894
6336,(100% loan)(Balcony) *1009sf* 2CP Maxim Citylights Condo Sentul KL,400000,SENTUL,Apartments,1009,3,2,Low,396.4321110009911
6337,"[FREEHOLD+CORNER UNIT]Sentul Village,Sentul,KL",573000,SENTUL,Apartments,984,3,2,Low,582.3170731707318
6338,(Full loan)(Low D/P) *856sf* Maxim Citylights Condo Sentul KL (BMV),310000,SENTUL,Apartments,856,2,2,Low,362.14953271028037
6339,LUAS! Near LRT/UTC Apartment Mawar Sentul Kuala Lumpur,320000,SENTUL,Apartments,1005,3,2,Low,318.40796019900495
6340,Below Market! Sentul Maxim Citylights KL,310000,SENTUL,Apartments,856,2,2,Low,362.14953271028037
6341,CANTIK Sentul Utama Condominium RENOVATED Dato Senu Kuala Lumpur,320000,SENTUL,Apartments,878,3,2,Low,364.4646924829157
6342,"Limited Area & Reno / Pangsapuri Sentul Utara Apartment, Sentul Gombak",230000,SENTUL,Apartments,725,3,2,Low,317.2413793103448
6343,[Worth Buy] The Saffron Condo | Sentul | Tamarind Rivercity Jalan Ipoh,600000,SENTUL,Apartments,1000,3,2,Low,600.0
6344,Below market tamarind sentul east,575000,SENTUL,Apartments,1115,3,2,Low,515.6950672645739
6345,[NEAR LRT] Pangsapuri Melur Apartment Bandar Baru KL Sentul,386000,SENTUL,Apartments,1016,3,2,Low,379.9212598425197
6346,"Mawar Apartment, Sentul nr Melur Full Loan Cashback 30k Below Market",299000,SENTUL,Apartments,1007,3,2,Low,296.9215491559086
6347,Apartment Mawar Bandar Baru Sentul Kuala Lumpur,370000,SENTUL,Apartments,1005,3,2,Low,368.1592039800995
6348,Sentul Village Condominium (First Owner),470000,SENTUL,Apartments,948,3,2,Low,495.78059071729956
6349,"Mawar apartment , near lrt bandar baru sentul , utc . low floor",315000,SENTUL,Apartments,1005,3,2,Low,313.43283582089555
6350,Flat bandar baru sentul . fully reno . level 2 . near lrt and utc,220000,SENTUL,Apartments,220000,2,1,Low,1.0
6351,"Flat bandar baru sentul . nice for investment , good return",200000,SENTUL,Apartments,560,2,1,Low,357.14285714285717
6352,"KL Freehold RicaSentul Completed, 200m to MRT2/KTM Face KLCC/Kepong",740000,SENTUL,Apartments,990,3,2,Low,747.4747474747475
6353,KL Sentul Rumawip 850SF 3R2B 100% LOAN Free Register Free MOT,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6354,Pangsapuri Sentul Utara 570sf Bandar Sentul KL BELOW MARKET 100%LOAN,170000,SENTUL,Apartments,570,2,1,Low,298.2456140350877
6355,Sentul KL- Full Loan | Swimming Pool View | FREE MOT | ,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6356,Sentul Rumawip KondoMewah 3r2b Percuma Daftar 0%Downpaymnt FreeMOT,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6357,1 Sentul Condominium (CORNER UNIT + KLCC VIEW),570000,SENTUL,Apartments,1335,3,2,Low,426.96629213483146
6358,HOT UNIT! 2 PARKING Maxim Citylights Condominium Sentul,350000,SENTUL,Apartments,856,2,2,Low,408.8785046728972
6359,HOT UNIT! RENOVATED Maxim Citylight Condominium Sentul,398000,SENTUL,Apartments,943,2,2,Low,422.0572640509014
6360,Next to LRT Melur Apartment Bandar Baru Sentul,350000,SENTUL,Apartments,1016,3,2,Low,344.48818897637796
6361,CORNER UNIT Panorama Residences Sentul Condominium Taman Bullion Mewah,410000,SENTUL,Apartments,1172,3,2,Low,349.82935153583617
6362,"Full Loan 110%, 0 Down Payment, Bayu Sentul, KL near 1 Sentul Condo",490000,SENTUL,Apartments,1360,3,2,Low,360.29411764705884
6363,"Full Loan 110%, 0 Down Payment, Bayu Sentul, KL ",420000,SENTUL,Apartments,1230,3,2,Low,341.4634146341463
6364," Sentul Village, KL near Sentul Point",460000,SENTUL,Apartments,948,3,2,Low,485.2320675105485
6365,"Sentul Village, KL near Sentul Point and 1 Sentul",480000,SENTUL,Apartments,948,4,2,Low,506.32911392405066
6366,Apartment Mawar Sentul (walking distance to LRT) Kuala Lumpur,375000,SENTUL,Apartments,1007,3,2,Low,372.39324726911616
6367,Sentul Rumawip KL 850sqft 3R2B 100% Loan Free MOT Free Register KL,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6368,Pangsapuri Mawar (RM1000 Booking only) Sentul Timur LRT Station,330000,SENTUL,Apartments,1007,3,2,Low,327.70605759682223
6369,Raflesia Sentul below market value Bandar baru Sentul LRT Sentul,545000,SENTUL,Apartments,1231,4,3,Low,442.72948822095856
6370,Rumawip Sentul KL 850sqft 3R2B 100% Loan Free Register Free MOT KL,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6371,SENTUL UTAMA CONDO BELOW MARKET VALUE TAMAN DATO’SENU,360000,SENTUL,Apartments,877,3,2,Low,410.4903078677309
6372,200m Mrt Station-Freehold 2021 Completed New Residencial 5 Star Condo,385000,SENTUL,Apartments,689,1,1,Low,558.7808417997097
6373,2021 Freehold Completed New Condo-200m walk to Mrt Station,486000,SENTUL,Apartments,807,2,1,Low,602.2304832713754
6374,Sentul Point Freehold Ready Developer Unit HOC Discount Sentul ,313000,SENTUL,Apartments,700,2,1,Low,447.14285714285717
6375,Minest Residence Freehold 4room3bath with 2 carpark Sentul Setapak KL,467800,SENTUL,Apartments,1050,4,3,Low,445.5238095238095
6376,100 % LOAN RARE PANORAMA CONDO RESIDENCE SAME LEVEL SWIM POOL Sentul,450000,SENTUL,Apartments,1100,3,1,Low,409.09090909090907
6377,"Sri suajaya condominium, Block 204, Level 9, freehold, sentul",330000,SENTUL,Apartments,996,2,2,Low,331.32530120481925
6378,Sentul Village Condominium Partially Furnished,480000,SENTUL,Apartments,948,3,2,Low,506.32911392405066
6379,"[Freehold Condo In KL] Cheapest Condo, Sentul, KL",330000,SENTUL,Apartments,1071,3,2,Low,308.1232492997199
6380,"| GOOD CONDITION | Sentul Utama Condominium, Sentul KL",355000,SENTUL,Apartments,1029,4,3,Low,344.99514091350824
6381,Sentul KL- Full Loan | FREE MOT | Low Density | Monthly RM1040,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6382,SENTUL POINT Suite Apartment [ ID RENOVATION / FULLY FURNISHED ],450000,SENTUL,Apartments,743,2,2,Low,605.6527590847913
6383,KL Sentul - 100% Loan| 10 unit Perfloor| Condo Concept | 3R 2B,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6384,"Sri Suajaya Condominium, Sentul, Freehold, Furnished, Pool View",320000,SENTUL,Apartments,900,3,2,Low,355.55555555555554
6385,KL Sentul Rumawip 850SF 3R2B Free Register 100% LOAN Free MOT,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6386,(Fullloan)(Low Downpayment)Maxim Citylights Sentul 3B2B For Sales,440000,SENTUL,Apartments,1009,3,2,Low,436.0753221010902
6387,Maxim Citylights Sentul KL 860sf BELOW MARKET FULL LOAN CHEAPEST,320000,SENTUL,Apartments,856,2,2,Low,373.8317757009346
6388,Pangsapuri mawar . near lrt bandar baru sentul and utc,315000,SENTUL,Apartments,1005,3,2,Low,313.43283582089555
6389,"Flat bandar baru sentul . middle floor , fully reno",220000,SENTUL,Apartments,560,2,1,Low,392.85714285714283
6390,Sentul utama condominium,360000,SENTUL,Apartments,950,3,2,Low,378.94736842105266
6391,Mah Sing M Arisa [only RM500 to own] Freehold | Partly Furnished,288000,SENTUL,Apartments,500,1,1,Low,576.0
6392,[hotdeal unit cantik endlot 2 parking]maxim citylights sentul kl,410000,SENTUL,Apartments,1008,3,2,Low,406.74603174603175
6393,"MAXIM CITYLIGHTS SENTUL , Bandar baru sentul , Jalan Ipoh, KLCC, HKL",420000,SENTUL,Apartments,1095,3,2,Low,383.56164383561645
6394,"2021 KL Sentul Point new condo, 2room,freehold ready unit free booking",344800,SENTUL,Apartments,743,2,2,Low,464.06460296096907
6395,"Maxim Citylight Sentul, Jalan ipoh, Sentul, HKL, IJN",345000,SENTUL,Apartments,1009,3,2,Low,341.92269573835483
6396,FREEHOLD NON BUMI Sri Suajaya Condo Sentul KL,380000,SENTUL,Apartments,980,3,2,Low,387.7551020408163
6397,FULLY FURNISH RENOVATED Hot Unit Maxim Citylights Sentul,430000,SENTUL,Apartments,1009,3,3,Low,426.16451932606543
6398,(NEGO) NEAR LRT/UTC Apartment Mawar Sentul,345000,SENTUL,Apartments,1007,3,2,Low,342.6017874875869
6399,GOOD DEALS Desa Sentul Service Apartment Sentul Perdana Kuala Lumpur,500000,SENTUL,Apartments,948,3,2,Low,527.4261603375527
6400,"[Ground Floor] Anjung Villa Condo, Sentul, KL",545000,SENTUL,Apartments,1202,3,2,Low,453.4109816971714
6401,Sentul Luxury Condo 3room 2 car park Gombak KL Wangsamaju Kepong,448000,SENTUL,Apartments,1050,4,3,Low,426.6666666666667
6402,Minest residence midlfr 480K c klcc rica sentul point maxim 2carpark,480000,SENTUL,Apartments,1050,4,3,Low,457.14285714285717
6403,"BEST Block A, Sentul Utama Condo Tmn Dato Senu Sentul",290000,SENTUL,Apartments,877,3,2,Low,330.672748004561
6404,KL Sentul Rumawip 3R2B FULL LOAN FREE REGISTER NEAR SHOPING MALL,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6405,"Maxim Citylights for Sales [well keep unit, Full loan]Sentul Selayang",450000,SENTUL,Apartments,1095,3,2,Low,410.958904109589
6406,[NEGO] The Saffron | Sentul | 1087sf | KLCC Unblock View | Tamarind KL,618000,SENTUL,Apartments,1087,3,2,Low,568.5372585096596
6407,"KL Sentul Point Completed 2021 , 2room2bath , Freehold , HOC 0%Down",343528,SENTUL,Apartments,743,2,2,Low,462.3526244952894
6408,"Maxim Citylight Sentul, near shops,schools,short drive to KLCC,Publika",335000,SENTUL,Apartments,856,2,2,Low,391.3551401869159
6409,"Maxim Citylight sentul, Good condition(Cheapest) SALE",368000,SENTUL,Apartments,1009,3,2,Low,364.7175421209118
6410,"Bayu Sentul Condominium , Sentul (Cheapest SALE)",458000,SENTUL,Apartments,1250,3,2,Low,366.4
6411,Maxim Citylights Specialist Agent Sentul Fews Units ( Hav Balcony ),400000,SENTUL,Apartments,1095,3,2,Low,365.29680365296804
6412,(NEAR TO LRT) UNIT CANTIK | Sentul / Kuala Lumpur / Titiwangsa- MELUR,395000,SENTUL,Apartments,1025,3,2,Low,385.3658536585366
6413,1 Sentul Condominium Corner Unit KLCC View For Sale,550000,SENTUL,Apartments,1335,3,2,Low,411.98501872659176
6414,Rica sentul 1room c klcc court28 readyin free legal jalan ipoh 380K,380000,SENTUL,Apartments,689,1,1,Low,551.5239477503628
6415,"KasMoni Condo Gaji 2700 ""2022 Move in"" Offer Bumi Gov Petronas 5+10%",400000,SENTUL,Apartments,1055,3,2,Low,379.1469194312796
6416,"Citra Condo Offer Bumi Skim Gaji 2700"" 2022 Move in"" Near HKL,500m MRT",405000,SENTUL,Apartments,967,3,2,Low,418.82109617373317
6417,Zeta desky Condo Batu Muda Sentul 2400sqft 6roomdirect owner PENTHOUSE,700000,SENTUL,Apartments,2400,6,4,Low,291.6666666666667
6418,[ FULLY FURNISHED ] One Maxim Residence Sentul Kuala Lumpur,360000,SENTUL,Apartments,650,2,2,Low,553.8461538461538
6419,"Sri Suajaya Condominium, Sentul NEGO",380000,SENTUL,Apartments,1533,5,2,Low,247.87997390737118
6420,Beautiful Renovated Maxim Citylight Condominium For Sale,430000,SENTUL,Apartments,1009,3,2,Low,426.16451932606543
6421,Non bumi!!! sri suajaya condominium sentul kuala lumpur,365000,SENTUL,Apartments,1095,3,2,Low,333.3333333333333
6422,FREEHOLD. LOW FLOOR. NEAR LRT. 10 min KLCC. Sri Suajaya Condo Sentul,340000,SENTUL,Apartments,1187,4,2,Low,286.4363942712721
6423,[below market 60k]sentul point brand new luxury condo kl,441000,SENTUL,Apartments,1001,3,2,Low,440.55944055944053
6424,[CORNER UNIT]1 Sentul Condominium Kuala Lumpur,550000,SENTUL,Apartments,1355,3,2,Low,405.9040590405904
6425,Apartment Melur Bandar Baru Sentul With Fully Furnished And Renovated,450000,SENTUL,Apartments,1082,3,2,Low,415.89648798521256
6426,"WTS-A129 Pangsapuri Sentul Utara, Jalan Sentul Pasar, Kuala Lumpur",200000,SENTUL,Apartments,570,2,1,Low,350.87719298245617
6427,Melur Apartment Sentul Cashback 30k Full Loan Renovated Corner Unit,370000,SENTUL,Apartments,1016,3,2,Low,364.1732283464567
6428,"[KLCC VIEW + CORNER LOT] Bayu Sentul Condo, Sentul KL",520000,SENTUL,Apartments,1362,3,2,Low,381.79148311306903
6429,"One Maxim Service Residence, Jalan Pelangi 2, Sentul Pasar",395000,SENTUL,Apartments,943,2,2,Low,418.8759278897137
6430,Apartment Bandar Baru Sentul GUARDED+EASY ACCESS+GOOD ENVIRONMENT+LRT,320000,SENTUL,Apartments,1005,3,2,Low,318.40796019900495
6431,Mah Sing M centura [RM500 to own] Move in Soon [Freehold],489000,SENTUL,Apartments,850,3,2,Low,575.2941176470588
6432,Sentul Free Hold Property Sri Suajaya Condominium,300000,SENTUL,Apartments,973,3,2,Low,308.32476875642345
6433,"Sri Suajaya condominium, BLOK 204 TINGKAT 9, Freehold, Sentul",340000,SENTUL,Apartments,1083,3,2,Low,313.94275161588183
6434,KL Sentul-100% Loan| 10 unit perfloor| Monthly RM1030| Condo Concept,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6435,"The Saffron Condo [NEGO+FULLY F + Renovated Unit]Sentul, Jalan Ipoh KL",618000,SENTUL,Apartments,1087,3,2,Low,568.5372585096596
6436,"Sentul Point , Completed Project , 2Room 2Bath , Low Downpayment , KL",336000,SENTUL,Apartments,743,2,2,Low,452.2207267833109
6437,"Hazel Condo Gaji 2700""2022 Move in""Near HKL,500m MRT Offer Bumi Skim",403000,SENTUL,Apartments,967,3,2,Low,416.7528438469493
6438,Sri suajaya condominium sentul,365000,SENTUL,Apartments,1095,3,2,Low,333.3333333333333
6439,[ Maxim Citylights Specialist] Sentul Condominium KL,350000,SENTUL,Apartments,1009,3,2,Low,346.8780971258672
6440,"Maxim Citylights Condo [2 Carparks] Sentul, Setapak KL",350000,SENTUL,Apartments,1009,3,2,Low,346.8780971258672
6441,2 Car Parks | Panorama Condominium Sentul,430000,SENTUL,Apartments,1100,3,2,Low,390.90909090909093
6442,[klcc view & corner unit] 1 sentul condominium,550000,SENTUL,Apartments,1335,3,2,Low,411.98501872659176
6443,CORNER | Rafflesia Condominium Bandar Baru Sentul Kuala Lumpur,550000,SENTUL,Apartments,1231,4,3,Low,446.7912266450041
6444,Mutiara Sentull Condo 100% loan low deposit,330000,SENTUL,Apartments,1017,3,2,Low,324.48377581120945
6445,KL Sentul Rumawip 100% LOAN 850SF FREE REGISTER NEAR SHOPING MALL,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6446,[ BIGGER UNIT 1630sf ] Bayu Sentul | 2 Car Park | Renovated | Move In,690000,SENTUL,Apartments,1630,3,3,Low,423.3128834355828
6447,"Pelangi Condominium, Sentul KL",440000,SENTUL,Apartments,1259,3,2,Low,349.4837172359015
6448,"VIEW KLCC, Corner Unit!!! 1 SENTUL Condominium",550000,SENTUL,Apartments,1333,3,2,Low,412.6031507876969
6449,Rumawip Sentul KL 850sqft 3R2B 100% Loan Free MOT Free Register KL,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6450,"Bayu Sentul Condo Taman Dato Senu, ZERO DOWNPAYMENT FULL LOAN",440000,SENTUL,Apartments,1230,3,2,Low,357.7235772357724
6451,Apartment Menara Orkid Sentul Below Market Value,270000,SENTUL,Apartments,270000,3,2,Low,1.0
6452,"(faster selling cheap) maxim citylight, sentul",390000,SENTUL,Apartments,856,2,2,Low,455.60747663551405
6453,The Capers Sentul East [3+1R 4B 1CP] Partially unit BELOW MARKET PRICE,800000,SENTUL,Apartments,1381,3,4,Low,579.2903692976105
6454,"Rica Residence [1+1R 1B 1CP] PARTIALLY Furnished, Sentul, link KTM",500000,SENTUL,Apartments,700,1,1,Low,714.2857142857143
6455,Refurbish Penthouse at Heritage Condo Jalan Pahang,650000,SENTUL,Apartments,2650,4,4,Low,245.28301886792454
6456,Bayu sentul corner below market unit rm1k booking,525000,SENTUL,Apartments,1363,3,2,Low,385.1797505502568
6457,"Sentul village well kept rm1k booking, below market , full loan",420000,SENTUL,Apartments,948,3,2,Low,443.0379746835443
6458,Apartment murah untuk dijual di sentul,380000,SENTUL,Apartments,856,2,2,Low,443.9252336448598
6459,[NEGO] Saffron | Sentul | 1087sf | RENO | Full Furnished | Tamarind KL,618000,SENTUL,Apartments,1087,3,2,Low,568.5372585096596
6460,Cheap Condo at Sentul Utama,325000,SENTUL,Apartments,877,3,2,Low,370.58152793614596
6461,Pangsapuri Mawar Apartment 1007sqft Sentul KL BELOW MV 100%FULL LOAN,315000,SENTUL,Apartments,1007,3,2,Low,312.8103277060576
6462,"Bayu Sentul Condo , Jin Dato Senu",550000,SENTUL,Apartments,1630,4,3,Low,337.4233128834356
6463,"Block A, Sentul Utama Condo Tmn Dato Senu Sentul",300000,SENTUL,Apartments,877,3,2,Low,342.0752565564424
6464,(Zero Downpayment+HOC)Freehold Residence 3r2b with 2AC Monthly RM1300,345690,SENTUL,Apartments,818,3,2,Low,422.6039119804401
6465,(Zero Downpayment+HOC)Freehold Residence 2r2b with 2AC Monthly RM1100,296800,SENTUL,Apartments,690,2,2,Low,430.1449275362319
6466,Mahasa Villa Sentul KLCC VIEW !!!,320000,SENTUL,Apartments,884,3,2,Low,361.99095022624437
6467,"The Capers Condo [3+1R 3+1B 2CP] Fully furnish RENOVATED, Sentul East",880000,SENTUL,Apartments,1381,3,3,Low,637.2194062273715
6468,"The Capers, Below Market Price, Fully furnished unit, Sentul",580000,SENTUL,Apartments,819,2,2,Low,708.1807081807082
6469,3-room condo level 8 Pangsapuri Mawar Sentul (Good condition 9/10),350000,SENTUL,Apartments,1007,3,2,Low,347.56703078450846
6470,"Sentul Point Suite Apartment, Sentul, KL",350000,SENTUL,Apartments,743,2,2,Low,471.06325706594885
6471,"LOW FLOOR CORNER UNIT Sentul Park Apartment, Sentul Pasar, KL",300000,SENTUL,Apartments,733,3,2,Low,409.2769440654843
6472,Flat bandar baru sentul . middle floor . fully reno,220000,SENTUL,Apartments,560,2,1,Low,392.85714285714283
6473,Mawar apartment . bandar baru sentul . near lrt and utc,315000,SENTUL,Apartments,1005,3,2,Low,313.43283582089555
6474,The Fennel Condo Freehold High Risa Beautiful View Below Market Value,750000,SENTUL,Apartments,1272,3,2,Low,589.622641509434
6475,"Sentul Utama Condominium, Sentul, Kuala Lumpur",320000,SENTUL,Apartments,877,3,2,Low,364.88027366020526
6476,Melur apartment [ 3bedroom 2bathroom ] walking distance lrt station,350000,SENTUL,Apartments,1025,3,2,Low,341.4634146341463
6477,"FREEHOLD 4 ROOMS 2 CP Condominium 1 Sentul, Kuala Lumpur",530000,SENTUL,Apartments,1335,4,2,Low,397.00374531835206
6478,"Pangsapuri Sentul Utara, Jalan Sentul, medium cost Block 156",210000,SENTUL,Apartments,600,2,1,Low,350.0
6479,Sentul KL- Full Loan | Monthly 1040 | Low Interest Rate 2.9%,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6480,"(NICE FACILITY, 2 CARPARK)- Maxim Citylights Condo, Sentul KL",420000,SENTUL,Apartments,1009,3,2,Low,416.2537165510406
6481,FULLY FURNISHED | UNBLOCKED KLCC VIEW | 4+1Bedroom | The Saffron Condo,1200000,SENTUL,Apartments,1873,5,5,Low,640.6833956219969
6482,HOT AREA Flat Sri Pangkor Sentul Pasar KL,180000,SENTUL,Apartments,650,2,1,Low,276.9230769230769
6483,Maxim citylights sentul kl for sale,350000,SENTUL,Apartments,1009,3,2,Low,346.8780971258672
6484,0% d/p-KL Freehold+2 Car Park-New Completed Condo-Walking Mrt-Lrt-Ktm,480000,SENTUL,Apartments,807,2,1,Low,594.7955390334572
6485,Rica residence 380K see sentul point maxim citylight readyin freelegal,380000,SENTUL,Apartments,689,2,1,Low,551.5239477503628
6486,FULL LOAN | Low Density | 10 unit Perfloor | Condo Concept,300000,SENTUL,Apartments,850,3,2,Low,352.94117647058823
6487,FreeHold Rica Residence Sentul 990sf 2+1Room 2Carpark Developer Unit,599500,SENTUL,Apartments,990,2,2,Low,605.5555555555555
