Unnamed: 0,Title,Price,Area,Category,Size,Bedrooms,Bathrooms
230,Cheapest Suria Jelatek Residence Ampang Hilir Close to LRT Station,480000,AMPANG,Apartments,1089 sq.ft.,3,2
231,For sale: ampang boulevard 100% fully furnished & renovated,380000,AMPANG,Apartments,936 sq.ft.,3,2
232,RM8xx monthly to own a Luxury Studio in KL City Linked to LRT,230000,AMPANG,Apartments,280 sq.ft.,1,1
233,[FULLY FURNISHED] Suria Jelatek Residence Jalan Jelatek,430000,AMPANG,Apartments,858 sq.ft.,3,2
234,FULLY FURNISHED Suria Jelatek Condominium 908SQFT!!,465000,AMPANG,Apartments,908 sq.ft.,3,2
235,[Below Market 30%] M City Jalan Ampang 678sf Ampang Hilir,422000,AMPANG,Apartments,678 sq.ft.,1,1
236,Below Market 34% | Duplex M City Jalan Ampang 1018sf Ampang Hilir,594000,AMPANG,Apartments,1018 sq.ft.,2,2
237,Hon Residensi 1R1B Condo Taman Nirwana Ampang Jaya,430000,AMPANG,Apartments,700 sq.ft.,1,1
238,"[FULLY FURNISHED] 2 Hampshire, Hampshire Park, KLCC",2100000,AMPANG,Apartments,2356 sq.ft.,5,4
239,Ampang Soho Jelatek Kuala Lumpur,200000,AMPANG,Apartments,280 sq.ft.,1,1
240,Apartment sri melor ukay height ampang,245000,AMPANG,Apartments,860 sq.ft.,3,2
241,The Elements Ampang,620000,AMPANG,Apartments,705 sq.ft.,1,1
242,"Fully furnished m suites jalan ampang, kuala lumpur",680000,AMPANG,Apartments,820 sq.ft.,1,1
243,Partly furnished suria jelatek ampang hilir,530000,AMPANG,Apartments,1089 sq.ft.,3,2
244,"CORNER | SPACIOUS LIVING ROOM Penthouse Mutiara Merdeka, Ampang",1350000,AMPANG,Apartments,4550 sq.ft.,5,5
245,"(BIG SIZE!!) Sri Angsana Hilir Condominium, Desa Pandan, Ampang Hilir",310000,AMPANG,Apartments,1349 sq.ft.,3,2
246,ACTUAL PICTURE | 3676 SQFT Nobleton Crest Taman U-Thant KL,3860000,AMPANG,Apartments,3676 sq.ft.,5,5
247,Below Market 31% | Arte Plus Arte+ Jalan Ampang 902sf,450000,AMPANG,Apartments,902 sq.ft.,3,2
248,BOOKING 5k FREEHOLD Luxurious Rasidence Nobleton Crest Fully Furnished,3900000,AMPANG,Apartments,3676 sq.ft.,5,5
249,Liberty Arc Studio 310k READY TO MOVE IN NEW STOCK!,310000,AMPANG,Apartments,450 sq.ft.,1,1
250,Rumah Kedai Pandan Utama 2 Ampang,116640,AMPANG,Apartments,740 sq.ft.,3,2
251,Suria Jelatek Residence Blok A Jalan Jelatek Kuala Lumpur,530000,AMPANG,Apartments,1089 sq.ft.,3,2
252,2 Bedroom Apartment for sale - M City Jalan Ampang,990000,AMPANG,Apartments,997 sq.ft.,2,2
253,"Emerald Hill Bukit Indah, Ampang berbaloi beli",415000,AMPANG,Apartments,1232 sq.ft.,3,2
254,"[RUMAH PERTAMA] Pangsapuri Sri Nilam, Ampang for sale",130000,AMPANG,Apartments,650 sq.ft.,3,2
255,"Ampang New Condo, Near to KLCC & LRT, Cheapest Price in Ampang",230000,AMPANG,Apartments,286 sq.ft.,1,1
256,"BERBALOI Sri Ampang Hilir Condominium, Kuala Lumpur",400000,AMPANG,Apartments,1042 sq.ft.,3,2
257,Crystal Tower Bukit Indah Ampang,380000,AMPANG,Apartments,889 sq.ft.,3,2
258,Best 4 Family Ownstay Layout 3R3B! Pure Residential Low Density only,550000,AMPANG,Apartments,1300 sq.ft.,3,3
259,4R2B Kojaya Condominium Ampang Point [10min to KLCC],370000,AMPANG,Apartments,932 sq.ft.,4,3
260,"M City, Ampang (below market 27%)",364500,AMPANG,Apartments,506 sq.ft.,1,1
261,NEGOTIABLE Liberty Arc Ampang Hilir Condo Ampang Ukay FULL FURNISHED,349000,AMPANG,Apartments,450 sq.ft.,1,1
262,"[RENOVATED, FURNISHED] Suria Jelatek Serviced Apartment",620000,AMPANG,Apartments,1421 sq.ft.,3,2
263,Arte mont kiara for sale,490000,AMPANG,Apartments,494 sq.ft.,1,1
264,"M Suites, Ampang Hilir",410000,AMPANG,Apartments,502 sq.ft.,1,1
265,[FULLY FURNISHED] THE ELEMENTS RESIDENCE JALAN AMPANG K.LUMPUR r,599000,AMPANG,Apartments,850 sq.ft.,2,2
266,Bandar tasik selatan: pangsapuri bandar tasik selatan,199000,BANDAR TASIK SELATAN,Apartments,802 sq.ft.,3,2
267,Tasik Heights Apartment Bandar Tasik Selatan near LRT with Pool,298000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
268,Below Market Tasik Height Apartment Bandar Tasik Selatan Cheras,270000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
269,Apartment Desa Tun Razak 5 minit ke LRT (FULLY FURNISHED & STRATA),195000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2,1
270,Apartment Bandar Tasik Selatan Full Loan Cash Back Below Market Price,200000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
271,Tasik heights apartment bandar tasik selatan,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
272,"Pangsapuri Kos Rendah Bandar Tasik Selatan, Kuala Lumpur",230000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3,2
273,Apartment for Sale ( Bandar Tasik Selatan ),205000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
274,Tasik Heights Apartment Bandar Tasik Selatan,295000,BANDAR TASIK SELATAN,Apartments,851 sq.ft.,3,2
275,[ NEGO ! ] Desa Tasik Apartment Fasa 6B Sg Besi Bandar Tasik Selatan,250000,BANDAR TASIK SELATAN,Apartments,730 sq.ft.,3,1
276,"[ Negotiable, Must View ] Apartment Bandar Tasik Selatan, Kuala Lumpur",230000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3,2
277,The Hamstead Cheras near TBS Station,428000,BANDAR TASIK SELATAN,Apartments,950 sq.ft.,3,2
278,[Leasehold] Desa Tasik Apartments Bandar Tasik Selatan,250000,BANDAR TASIK SELATAN,Apartments,730 sq.ft.,3,2
279,"Tasik Heights Apartment, Bandar Tasik Selatan for SALE",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
280,FULL LOAN Apartment Desa Tasik Bandar Tasik Selatan Murah,250000,BANDAR TASIK SELATAN,Apartments,730 sq.ft.,3,1
281,"[Corner Unit, Reno] Apartment Desa Tasik Fasa 1A, Bandar Tasik Selatan",275000,BANDAR TASIK SELATAN,Apartments,890 sq.ft.,3,2
282,"[BUMI LOT] Anyaman Residence, Bandar Tasik Selatan",650000,BANDAR TASIK SELATAN,Apartments,1300 sq.ft.,4,2
283,"Low Cost Flat, Bandar Tasik Selatan, 657sqft, Pangsapuri Kos Rendah",199000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3,2
284,Tasik Heights Bandar Tasik Selatan near TBS LRT,290000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3,2
285,Tasik Height at Bandar Tasik Selatan near LRT TBS,348000,BANDAR TASIK SELATAN,Apartments,1044 sq.ft.,4,2
286,TERMURAH Apartment Tasik Height Bandar Tasik Selatan Sg Besi,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
287,Desa Tasik Apartments,250000,BANDAR TASIK SELATAN,Apartments,730 sq.ft.,3,1
288,Anyaman residence bts bandar tasik selatan sungai besi kl cheras,480000,BANDAR TASIK SELATAN,Apartments,1110 sq.ft.,3,2
289,"Pangsapuri Kos Rendah , Bdr Tasik Selatan , Full Loan , End Lot",187000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3,2
290,"Pangsapuri Taman tasik selatan, medium cost tingkat 18",185000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
291,[GOOD FOR INVESTMENT][NEAR LRT]Pangsapuri Seri Mulia Bdr Tun Razak,158000,BANDAR TASIK SELATAN,Apartments,560 sq.ft.,2,1
292,RENOVATED [CHERAS KL] APT Desa Tun Razak BANDAR TASIK SELATAN,195000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2,1
293,Tasik Height Apartment Bandar Tasik Selatan Near Permaisuri,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
294,"Corner unit low level pangsapuri kos rendah, bandar tasik selatan near",210000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
295,[ LEVEL 2 + NEAR TBS ] Apartment Tasik Heights Bandar Tasik Selatan,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
296,KAWASAN STRATEGIK Pangsapuri Kos Rendah Bandar Tasik Selatan KL,230000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3,2
297,"[BELOW MARKET PRICE] The Hamstead, Desa Tun Razak",420000,BANDAR TASIK SELATAN,Apartments,947 sq.ft.,3,2
298,[NEAR TBS + PALING MURAH] Pangsapuri Sri Malaysia Bandar Tasik Selatan,170000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
299,Very Strategic Location Apartment Seri Malaysia,180000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,2,3
300,"(level 1)tasik heights apartment, bandar tasik selatan, kl, for sale",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
301,Tasik Height Apartment Tasik Selatan Cheras TBS BELOW MARKET FULL LOAN,250000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3,2
302,Tasik Height Apartment Bandar Tasik Selatan,350000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
303,"(HOT CAKE) Cengal Condo, Cheras, Permaisuri, Tasik Selatan, Midah",328000,BANDAR TASIK SELATAN,Apartments,832 sq.ft.,3,2
304,"[Unit CANTIK TERHAD] Cengal Condominium, Bandar Sri Permaisuri, Cheras",400000,BANDAR TASIK SELATAN,Apartments,832 sq.ft.,3,2
305,105% Loan ZERO D/Payment MAKE OVER UNIT Jln Mutiara nr Serdang MRT,330000,BANDAR TASIK SELATAN,Apartments,915 sq.ft.,3,2
306,Apartment Tasik Height Bandar Tasik Selatan Kuala Lumpur,300000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
307,"Taman tasik selatan, bandar tasik selatan tingkat 18",185000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
308,Anyaman Residence direct owner,650000,BANDAR TASIK SELATAN,Apartments,1300 sq.ft.,4,2
309,"Desa Tun Razak Apartment Bandar Tasik Selatan, Kuala Lumpur",195000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2,1
310,Pangsapuri kos rendah bandar tasik selatan kuala lumpur,230000,BANDAR TASIK SELATAN,Apartments,667 sq.ft.,3,2
311,LOW DEPOSIT Pangsapuri Bandar Tasuk Selatan Kuala Lumpur,230000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
312,"Pangsapuri Bandar Tasik Selatan, Kuala Lumpur || Level 12, Fully Tiles",230000,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3,2
313,"Holmes 2, Bandar Tun Razak, All New property",460000,BANDAR TASIK SELATAN,Apartments,943 sq.ft.,3,2
314,"[BEST OFFER UNIT] Cengal Condominium, Bandar Sri Permaisuri Cheras",350000,BANDAR TASIK SELATAN,Apartments,832 sq.ft.,3,2
315,"{CHEAPEST} Bandar Tasik Selatan, Tasik Heights Apartment, Non Bumi",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
316,Tasik heights apartment bandar tasik selatan cheras,290000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3,2
317,Tasik Heights Apartment nearby MRT and MRR2,289000,BANDAR TASIK SELATAN,Apartments,940 sq.ft.,3,2
318,[TERMURAH UNIT CANTIK] Pangsapuri Seri Malaysia Bandar Tasik Selatan,198000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
319,Full Loan | Pangsapuri Seri Malaysia | Rumah Cantik Walau Saiz Kecil,198000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
320,Tasik Height Apartment 854sf Nice Unit Tasik Selatan 100% Full Loan KL,248000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
321,"Below Market Value Apartment Tasik Heights, Bandar Tasik Selatan",310000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,2,2
322,"Desa tun razak apartment , opposite tasik selatan lrt",220000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,2,1
323,{Booking 3k} Pangsapuri Kos Rendah Bandar Tasik Selatan,235000,BANDAR TASIK SELATAN,Apartments,689 sq.ft.,3,2
324,Termurah Fully Furnished Unit Cantik Tasik Height Apartment,249000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
325,"CONDOMINIUM ANYAMAN RESIDENCE at BANDAR TASIK SELATAN, KL",650000,BANDAR TASIK SELATAN,Apartments,1300 sq.ft.,4,2
326,Tasik Height [HIGH ROI] Bandar Tasik Selatan 854sf 100% FULL LOAN KL,250000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
327,Cantik Level 1 apartment desa tasik bandar tasik selatan,265000,BANDAR TASIK SELATAN,Apartments,880 sq.ft.,3,2
328,BEST PRICE Desa Tun Razak Apartment,195000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2,1
329,Pangsapuri Kos Rendah Bandar Tasik Selatan !!,230000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
330,"BELOW MARKET VALUE! Tasik Height Apartment, Bandar Tasik Selatan",270000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
331,RUMAH CANTIK & RENOVATE Desa Tun Razak Apartment Bdr Tasik Selatan KL,195000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2,1
332,Tasik Heights Appointment,260000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
333,"(Swimming Pool) Tasik Heights Apartment, Bandar Tasik Selatan",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
334,[NEGO] Tasik Height Apartment,270000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
335,Tasik Height Apartment Bandar Tasik Selatan good investment unit,320000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
336,2nd FLOOR-CORNER- APARTMENT SRI PENARA BDR SRI PERMAISURI Kuala Lumpur,300000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
337,(NEGO)(BELOW MARKET) Tasik Heights Apartment Cheras TBS,260000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
338,Tasik heights apartment bandar tasik selatan kuala lumpur,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
339,Tasik Height [HIGH ROI] Bandar Tasik Selatan 854sf 100% FULL LOAN KL,260000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3,2
340,Apartment Pangsapuri Seri Malaysia Kuala Lumpur,129600,BANDAR TASIK SELATAN,Apartments,657 sq.ft.,3,2
341,Cheapest Tasik Heights Apartment Bandar Tasik Selatan,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
342,3 rooms flat Bdr Tasik Selatan TBS LRT station,215000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
343,"Below Market Value Tasik Height Apartment, BTS",270000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
344,FOR SALE!! Tasik Height Apartment,350000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
345,[booking 4 k] 3f Pangsapuri bandar tasik selatan,210000,BANDAR TASIK SELATAN,Apartments,689 sq.ft.,3,2
346,"The Hamstead, Desa Tun Razak (Bandar Tasik Selatan)",439000,BANDAR TASIK SELATAN,Apartments,947 sq.ft.,3,2
347,"[MURAH] Tasik Height Apartment, Bandar Tasik Selatan, Cheras - fast !",270000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
348,TASIK HEIGHT APARTMENT TASIK SELATAN NICE UNIT 850sf 100% FULL LOAN,250000,BANDAR TASIK SELATAN,Apartments,850 sq.ft.,3,2
349,"BELOW MARKET VALUE! Tasik Height Apartment, Cheras",270000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
350,CHEAP! BELOW MV! Tasik Heights Apartment Bandar Tasik Selatan,270000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
351,Below Market Value Tasik Height Apartment,310000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,2,2
352,"Mulakan kehidupan dengan memiliki pangsapuri kos rendah, bts",225000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
353,[LEVEL 2][HOT UNIT]Tasik Heights Apartment Bandar Tasik Selatan,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
354,[ LOW LEVEL 2 ] Tasik Heights Apartment Bandar Tasik Selatan BTS,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
355,"FULL LOAN | BOOKING Rm1k Tasik Heights Apartment, Bandar Tasik Selatan",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
356,"1st Floor, 1089 sqft, Furnish, Anyaman Residence, Bandar Tasik Selatan",650000,BANDAR TASIK SELATAN,Apartments,1089 sq.ft.,4,2
357,(TINGKAT 2) Tasik Heights Apartment Bandar Tasik Selatan KL,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
358,[Well Maintained] Apartment Desa Tasik Fasa 1A Bandar Tasik Selatan,240000,BANDAR TASIK SELATAN,Apartments,861 sq.ft.,3,2
359,Pangsapuri Kos Rendah Bdr Tasik Selatan,235000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
360,"Pangsapuri Taman tasik selatan, bandar tasik selatan",185000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
361,"Lower Unit!!! Tasik Heights Apartment, Bandar Tasik Selatan, KL",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
362,"公寓出售！Desa Tun Razak for sale, Bandar Tasik Selatan",200000,BANDAR TASIK SELATAN,Apartments,667 sq.ft.,2,1
363,Pangsapuri bandar tasik selatan,210000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
364,"BEST INVESTMENT🔥Tasik Heights Apartment, Bandar Tasik Selatan KL",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
365,"Tasik Height Apartment, Bandar Tasik Selatan Near TBS Level 2 Non Bumi",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
366,"[LEVEL 1]Tasik Heights Apartment, Bandar Tasik Selatan, KL",290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
367,[ TINGKAT 3 + CORNER ] Pangsapuri Kos Rendah Bandar Tasik Selatan,225000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
368,[ full loan ] tasik heights apartment,260000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
369,(Corner lot) Pangsapuri bandar tasik selatan view playground,210000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
370,[unit cantik 5min ke bandar tasik selatan] apt desa tun razak kl,190000,BANDAR TASIK SELATAN,Apartments,668 sq.ft.,2,1
371,"(HANYA 7 MIN KE TBS) Apartment Desa Tasik Sungai Besi, Kuala Lumpur",280000,BANDAR TASIK SELATAN,Apartments,880 sq.ft.,3,2
372,"Apartment Desa Tasik 6A , Nice Location , Nice Unit , BTS KL",238000,BANDAR TASIK SELATAN,Apartments,730 sq.ft.,3,2
373,HUKM LRT 2 PARKING The Holmes 2 Condominium Cheras 1104 sqft,460000,BANDAR TASIK SELATAN,Apartments,1104 sq.ft.,3,2
374,"Apartment taman tasik selatan, Kuala Lumpur, block a tingkat 18",185000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
375,[BANDAR TASIK SELATAN] Tasik Height Apartment LOW FLOOR,300000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
376,0% Downpayment TASIK HEIGHT APARTMENT Bdr Tasik Selatan [BELOW MARKET],330000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
377,"Cengal condo, Jln Sri Pemaisuri 3, Bandar Tun Razak, KL",460000,BANDAR TASIK SELATAN,Apartments,1100 sq.ft.,3,2
378,(Non-Bumi Lot) Tasik Height Apartment Bandar Tasik Selatan,350000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
379,Flat Bandar Tasik Selatan Kuala Lumpur PALING MURAH!!,190000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
380,STRATA READY FULLY FURNISH Desa Tun Razak Apartment 700 sqft,195000,BANDAR TASIK SELATAN,Apartments,700 sq.ft.,2,1
381,STRATA READY FULLY FURNISH Desa Tun Razak Apartment 700 sqft,195000,BANDAR TASIK SELATAN,Apartments,700 sq.ft.,2,1
382,"[ Must View ] [ 100% Loan ] Mutiara Serdang 3R2B , Free Legal , 0% DP",330000,BANDAR TASIK SELATAN,Apartments,940 sq.ft.,3,2
383,Tasik height apartment* bandar tasik selatan kuala lumpur,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
384,LEVEL 3 Pangsapuri Kos Rendah Bandar Tasik Selatan,210000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
385,Desa Tasik Service Apartment,392850,BANDAR TASIK SELATAN,Apartments,800 sq.ft.,2,2
386,CORNER UNIT MURAH Apartment Bandar Tasik Selatan Sg Besi LRT CANTIK,210000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,4
387,FULLY TILES Apartment Bandar Tasik Selatan | Sungai Besi Kuala Lumpur,205000,BANDAR TASIK SELATAN,Apartments,651 sq.ft.,3,2
388,"Apartment Desa Tasik, Taman Desa Tasik, Bandar Tasik Selatan K Lumpur",250000,BANDAR TASIK SELATAN,Apartments,730 sq.ft.,3,1
389,||💥CANTIK LEVEL 3💥| -Tasik Height Apartment Bandar Tasik Selatan,320000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
390,FURNISHED Anyaman Residence Bandar Tasik Selatan,650000,BANDAR TASIK SELATAN,Apartments,1089 sq.ft.,4,2
391,"For sale tasik height apartment, bandar tasik selatan",300000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
392,[CORNER LOT+LOW LEVEL]Pangsapuri Bandar Tasik Selatan,210000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
393,New condo Bandar Tasik Selatan Cheras,430000,BANDAR TASIK SELATAN,Apartments,947 sq.ft.,3,2
394,Pangsapuri bandar tasik selatan (low floor low depo),215000,BANDAR TASIK SELATAN,Apartments,689 sq.ft.,3,2
395,The Hamstead,460000,BANDAR TASIK SELATAN,Apartments,947 sq.ft.,3,2
396,"Flat taman tasik selatan, Kuala Lumpur, block a tingkat 18",195000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
397,Tasik Height Apartment Bandar Tasik Selatan,360000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
398,"RENOVATED UNIT Tasik Height Apartment, Bdr Tasik Selatan Cheras",350000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,2,2
399,PARTLY FURNISHED I Tasik Height Apartment Bandar Tasik Selatan,350000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,2,2
400,"The Hamstead, Desa Tun Razak",450000,BANDAR TASIK SELATAN,Apartments,947 sq.ft.,3,2
401,[LOWER FLOOR] TASIK HEIGHTS APARTMENT BANDAR TASIK SELATAN s,290000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
402,"LEVEL 3!! FURNISHED!!! Pangsapuri Kos Rendah Bandar Tasik Selatan, KL",210000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
403,Below Market Value!! .Near Kuala Lumpur Town,249000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
404,"Near Lrt and Terminal Bus Bandar Tasik Selatan, Near Kuala Lumpur Town",220000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
405,PARTLY FURNISHED CORNER LOT I Pangsapuri Bandar Tasik Selatan,235000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
406,"Pangsapuri Kos Rendah Bandar Tasik Selatan,TBS, Sungai Besi, Apartment",198000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
407,NEGO✅APARTMENT SERI MALAYSIA |SUNGAI BESI|BANDAR TASIK SELATAN,200000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
408,Low Booking Pangsapuri Bandar Tasik Selatan For Sale Nego!!,210000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
409,Harga Tersangat Murah! Tasik Heights Apartment Bandar Tasik Selatan,249000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
410,"[210k Only] Pangsapuri Kos Rendah Bandar Tasik Selatan, Kuala Lumpur",210000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
411,[FULLY FURNISHED] Tasik Heights Apartment Bandar Tasik Selatan,249000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
412,[💥FULLY FURNISHED💥] Tasik Heights Apartment Bandar Tasik Selatan,249000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
413,TERMURAH ! FULL FURNISH | Pangsapuri Tasik Height Tasik Selatan KL,249000,BANDAR TASIK SELATAN,Apartments,859 sq.ft.,3,2
414,"Taman tasik selatan, bandar tasik selatan, Kuala Lumpur tingkat 18",185000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
415,CORNER UNIT TBS Pangsapuri Bandar Tasik Selatan 650 sqft 3R2B,210000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
416,"FULLY FURNISHED| 854sqft Tasik Height Apartment, Bandar Tasik Selatan",249000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
417,"Suasana Lumayan Condo, Jln Tasik Permaisuri 2, Bandar Tun Razak",439000,BANDAR TASIK SELATAN,Apartments,1164 sq.ft.,4,2
418,CORNER UNIT TBS Pangsapuri Bandar Tasik Selatan 650 sqft 3R2B,210000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
419,FULLY FURNISH TBS Tasik Heights Apartment Tasik Selatan 854 sqft 3R2B,249000,BANDAR TASIK SELATAN,Apartments,854 sq.ft.,3,2
420,"Apartment taman tasik selatan, low cost property block F tingkat 3",210000,BANDAR TASIK SELATAN,Apartments,650 sq.ft.,3,2
