Title,Price,Area,Category,Size,Bedrooms,Bathrooms
【CORNER】Aurora Sovo Office Aurora Place Bukit Jalil City Office,619999,BUKITJALIL,Apartments,744 sq.ft.,1 Bedroom,1 Bathroom
RENOVATED The Andes Condominium Bukit Jalil KL,600000,BUKITJALIL,Apartments,1105 sq.ft.,3 Bedrooms,2 Bathrooms
Vista Komanwel A Bukit Jalil 1224sf 3Rooms FREEHOLD,415000,BUKITJALIL,Apartments,1224 sq.ft.,3 Bedrooms,2 Bathrooms
[Booking RM500] Serdang 3R 2B near Bukit Jalil 5 Min to Mrt Completed,297000,BUKITJALIL,Apartments,918 sq.ft.,3 Bedrooms,2 Bathrooms
For sale kinrara mas apartment,430000,BUKITJALIL,Apartments,1091 sq.ft.,3 Bedrooms,2 Bathrooms
The Andes Condo,600000,BUKITJALIL,Apartments,1105 sq.ft.,3 Bedrooms,2 Bathrooms
"The Andes Condominium Renovated Freehold 2 Parking, Bukit Jalil",600000,BUKITJALIL,Apartments,1105 sq.ft.,3 Bedrooms,2 Bathrooms
1575sqft Nice unit The Park Sky Residence Bukit Jalil,1480000,BUKITJALIL,Apartments,1575 sq.ft.,3 Bedrooms,3 Bathrooms
The Sanderson Villa Duplex with private garden,650000,BUKITJALIL,Apartments,2000 sq.ft.,3 Bedrooms,3 Bathrooms
Kiara Residence 1 Bukit Jalil KL 1050sf 3Rooms LEASEHOLD 2CARPARK,540000,BUKITJALIL,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
"Doorstep LRT, mall[3km to KLCC]monthly installment 800[LIMITED]",220000,BUKITJALIL,Apartments,320 sq.ft.,1 Bedroom,1 Bathroom
"The Rainz, High Floor, Good View, Fully Furnished",978000,BUKITJALIL,Apartments,1513 sq.ft.,4 Bedrooms,3 Bathrooms
"Anjung Hijau , Bukit Jalil Park view , Bukit Jalil",428000,BUKITJALIL,Apartments,1000 sq.ft.,2 Bedrooms,2 Bathrooms
Bukit Chagar Luxurious Apartments Unit for Sale - Great location!,750000,BUKITJALIL,Apartments,1518 sq.ft.,5 Bedrooms,3 Bathrooms
[ Dual Balcony Layout+HOC program] Hilltop Condo Free Kitchen Kabinet,399000,CHERAS,Apartments,1179 sq.ft.,3 Bedrooms,2 Bathrooms
Rumawip cheras miharja,300000,CHERAS,Apartments,859 sq.ft.,3 Bedrooms,2 Bathrooms
"[MURAH,RENO] Lestari Apartment, Bandar Sri Permaisuri, Cheras",320000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
"Holmes 2 condo, Bdr Tun Razak, Cheras (New condo)",420000,CHERAS,Apartments,940 sq.ft.,3 Bedrooms,3 Bathrooms
"Condo Shamelin Bestari, Pandan Perdana Cheras 7mins MRT LRT",385000,CHERAS,Apartments,1040 sq.ft.,3 Bedrooms,2 Bathrooms
"Nusa Mewah Villa Condo , Below Market 50k !!! Bukit Pandan Cheras",285000,CHERAS,Apartments,865 sq.ft.,3 Bedrooms,2 Bathrooms
"Prisma Cheras Condo , Taman Midah , FREE HOLD , Below Market !",268000,CHERAS,Apartments,780 sq.ft.,2 Bedrooms,1 Bathroom
Duplex Condo【MRT Taman Midah】0% Downpayment 10 Mins to KLCC Cheras,408888,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
"2 Car Park Monte Bayu Condo , Kg Cheras Baru, Cheras",399000,CHERAS,Apartments,1135 sq.ft.,3 Bedrooms,2 Bathrooms
"Bayu Tasik 1 Condominium Bandar Sri Permaisuri Cheras , Tun Razak",335000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
"Maxim Residence Condo , Len Seng , Taman Connaught , Cheras",368000,CHERAS,Apartments,900 sq.ft.,2 Bedrooms,2 Bathrooms
"Nusa Mewah Villa , Taman Bukit Pandan Cheras , Renovated KLCC View",308000,CHERAS,Apartments,865 sq.ft.,3 Bedrooms,2 Bathrooms
[ Below Market ] Connaught Avenue | KLCC View | Mrt | Eko Cheras,303000,CHERAS,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
[KL CITY VIEW] THE RESIDENT CONDO AMPANG SOUTH s,690000,CHERAS,Apartments,1171 sq.ft.,3 Bedrooms,3 Bathrooms
"Fully Reno/Dekat LRT APARTMENT CEMARA,Bandar Sri Permaisuri",335000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"Vista Amani Condominium Sri Permaisuri , Bandar Tun Razak , Cheras",375000,CHERAS,Apartments,1101 sq.ft.,4 Bedrooms,2 Bathrooms
1st Floor Pandan Apartment Lake View 8mins LRT MRT Pandan Perdana,313000,CHERAS,Apartments,856 sq.ft.,3 Bedrooms,2 Bathrooms
Seri Mas Condo Cheras Corner KL view Full Loan,385000,CHERAS,Apartments,1300 sq.ft.,3 Bedrooms,2 Bathrooms
Cheras Ria Apartment Taman Cheras KL Leisure Mall Eko Cheras,143000,CHERAS,Apartments,600 sq.ft.,3 Bedrooms,1 Bathroom
RUMAHWIP NEW CONDO 300k Miharja Cheras Sunway Velocity near LRT MRT,300000,CHERAS,Apartments,859 sq.ft.,3 Bedrooms,2 Bathrooms
For Sale Bayu Tasik Condominium Bandar Sri Permaisuri Cheras KL,375000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
"Venice hills condo, Taman Puteri (Venice Hills)",270000,CHERAS,Apartments,1540 sq.ft.,3 Bedrooms,2 Bathrooms
Segar Apartment Ground Floor Nice Unit Good Location,245000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
"Silk Residence, Silk sky, balakong Cheras, Below Market(Full Loan)",300000,CHERAS,Apartments,1024 sq.ft.,3 Bedrooms,2 Bathrooms
"2 CAR PARK, EKO CHERAS DUPLEX 762sf ,Fully Renovated and Furnished MRT",650000,CHERAS,Apartments,762 sq.ft.,1 Bedroom,2 Bathrooms
Lido residency condo cheras BELOW PRICE,580000,CHERAS,Apartments,996 sq.ft.,3 Bedrooms,2 Bathrooms
NICE UNIT! Lestari Apartment Bandar Sri Permaisuri Cheras,320000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
Shop Apartment Taman Mudah Ampang/Cheras,148000,CHERAS,Apartments,630 sq.ft.,2 Bedrooms,1 Bathroom
"Mandarina court apartment , taman connaught, cheras, Bukit mandarina",280000,CHERAS,Apartments,775 sq.ft.,3 Bedrooms,2 Bathrooms
Casa Green Condominium At Cheras 1797sft,560000,CHERAS,Apartments,1797 sq.ft.,4 Bedrooms,4 Bathrooms
Miharja Condominium Cheras Next to Maluri MRT station ,359000,CHERAS,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
(*CANTIK*) Mandarina Court Cheras Alam Damai Taman Connaught Low Floor,240000,CHERAS,Apartments,1 sq.ft.,3 Bedrooms,2 Bathrooms
"2 car park, fully renovated & furniture , eko cheras duplex, 762sf",608000,CHERAS,Apartments,762 sq.ft.,1 Bedroom,2 Bathrooms
[*Can Full Loan/ CashBack 50k*] Taman Connaught Mandarina Court Cheras,240000,CHERAS,Apartments,780 sq.ft.,3 Bedrooms,2 Bathrooms
1k deposit full loan apartment warisan cityview cheras KL,425000,CHERAS,Apartments,910 sq.ft.,3 Bedrooms,2 Bathrooms
"The Holmes 2, Bandar Tun Razak, New Condo",420000,CHERAS,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
"The Holmes 2, Bandar Tun Razak, New Condo for Sale",430000,CHERAS,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
"The Holmes Condo, Bandar Tun Razak, KL View",470000,CHERAS,Apartments,1018 sq.ft.,3 Bedrooms,2 Bathrooms
"The Holmes 2, Bandar Tun Razak, Cheras, New Condo",490000,CHERAS,Apartments,1106 sq.ft.,3 Bedrooms,3 Bathrooms
1K Deposit Full Loan Mewah Court Apartment Cheras Mewah,269000,CHERAS,Apartments,888 sq.ft.,3 Bedrooms,2 Bathrooms
"Maxim Residences, Alam Damai, Cheras",400000,CHERAS,Apartments,885 sq.ft.,2 Bedrooms,2 Bathrooms
"[FREEHOLD] Partially Furnished, Tasik Vista Condo, BTHO Cheras",499000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
GROUND FLOOR Cengal Condominium Bandar Sri Permaisuri,460000,CHERAS,Apartments,922 sq.ft.,3 Bedrooms,1 Bathroom
Rumah Mampu Milik Cheras (Baru),300000,CHERAS,Apartments,859 sq.ft.,3 Bedrooms,2 Bathrooms
"Lestari Apartment, Bandar Sri Permaisuri, Cheras",365000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
READY TO MOVE IN!!FULLY FURNISHED!! Condo Casa GreenBukit Jalil,539000,CHERAS,Apartments,1003 sq.ft.,3 Bedrooms,3 Bathrooms
CHEAP!VIEW TO BELIEVE! Pantai Hillpark Phase 5 Condo Bangsar,420000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Jasmine Court Apartment Cheras Taman Midah [Freehold],400000,CHERAS,Apartments,1250 sq.ft.,3 Bedrooms,2 Bathrooms
[Renovated Unit] Mentari Condo At Bandar Sri Permaisuri Cheras,370000,CHERAS,Apartments,1025 sq.ft.,3 Bedrooms,2 Bathrooms
2mins Walk to LRT - Bandar Sri Permaisuri New Condo,510000,CHERAS,Apartments,1115 sq.ft.,4 Bedrooms,3 Bathrooms
FREEHOLD CHERAS TOWNHOUSE NEAR KL | 24x75 READY TO MOVE IN | CASH BACK,434900,CHERAS,Apartments,1389 sq.ft.,3 Bedrooms,2 Bathrooms
1200sqft [MURAH+CASH BACK+GOOD Condo Cheras Near KL] READY TO MOVE IN,381600,CHERAS,Apartments,1200 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Cengal KL Cheras Leisure Mall Cheras Hartamas Bukit Segar,345000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Corner Miharja Condo KL Cheras Maluri Full Loan Limited Unit LRT,359000,CHERAS,Apartments,969 sq.ft.,3 Bedrooms,2 Bathrooms
Prisma Perdana Corne Prisma Cheras HUKM Taman Midah KL Cheras MRT 8,315000,CHERAS,Apartments,837 sq.ft.,3 Bedrooms,2 Bathrooms
Cemara Apartment for sale bukit segar cheras,180000,CHERAS,Apartments,625 sq.ft.,3 Bedrooms,2 Bathrooms
"[FREEHOLD] Partially Furnished, Tasik Vista Condo, BTHO Cheras",540000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
Below Market Price ~Langat Jaya Condominium For Sale,275000,CHERAS,Apartments,938 sq.ft.,3 Bedrooms,2 Bathrooms
"[CORNER UNIT] Freehold, Tasik Vista Residen, BTHO Cheras",630000,CHERAS,Apartments,1213 sq.ft.,3 Bedrooms,2 Bathrooms
"[FREEHOLD] Windows On The Park Condominium, Cheras",790000,CHERAS,Apartments,1605 sq.ft.,3 Bedrooms,3 Bathrooms
CENGAL KONDO LRT SALAK SELATAN 100% LOAN direct owner,365000,CHERAS,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
Mandarina Court KL Cheras Connaught Alam Damai Batu 9 MRT Damai,248000,CHERAS,Apartments,780 sq.ft.,3 Bedrooms,2 Bathrooms
Sri Shamelin KL Cheras Apartment Maluri Ampang Condo Sunway Velocity,200000,CHERAS,Apartments,616 sq.ft.,3 Bedrooms,1 Bathroom
Prisma Perdana Corne Prisma Cheras HUKM Taman Midah KL Cheras MRT,315000,CHERAS,Apartments,837 sq.ft.,3 Bedrooms,2 Bathrooms
"{CHEAPEST, RENOVATED} Cheras Bandar Sri Permaisuri, Bayu Tasik 2 Condo",405000,CHERAS,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
"{MURAH, DEKAT LRT KTM} Cheras, Bandar Sri Permaisuri, Bayu Tasik Condo",355000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
"The Holmes 2, Bandar Tun Razak, New Condo For Sale, Facing Pool",480000,CHERAS,Apartments,1104 sq.ft.,3 Bedrooms,2 Bathrooms
Residensi Alam Damai,315000,CHERAS,Apartments,935 sq.ft.,3 Bedrooms,2 Bathrooms
Putra suria residensi,335000,CHERAS,Apartments,748 sq.ft.,3 Bedrooms,2 Bathrooms
[HOC+Residential] Cheras Luxury Freehold Condominium 3R2B Low Density,385100,CHERAS,Apartments,1219 sq.ft.,3 Bedrooms,2 Bathrooms
The Sky Residence Shamelin Condo KL Cheras,385000,CHERAS,Apartments,604 sq.ft.,2 Bedrooms,2 Bathrooms
[ RENOVATED ] The Lumayan Apartment Bandar Sri Permaisuri Tun Razak,360000,CHERAS,Apartments,830 sq.ft.,3 Bedrooms,2 Bathrooms
EXTENDED KITCHEN CABINET CANTIK Suasana Lumayan Condominium,500000,CHERAS,Apartments,1142 sq.ft.,4 Bedrooms,2 Bathrooms
[KLCC + KL Tower view] Cemara Apartment LRT KTM Salak Selatan,330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"Pertiwi Indah, Taman Maluri Cheras",580000,CHERAS,Apartments,1280 sq.ft.,3 Bedrooms,2 Bathrooms
[ ASET KAYAMAS ] The Holmes 2 Condo Bandar Tun Razak Permaisuri HUKM,450000,CHERAS,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
Cheras Condo Dual Balcony Freehold Ready Move In [0%DownPayment],391000,CHERAS,Apartments,1199 sq.ft.,3 Bedrooms,2 Bathrooms
100% Full Loan Cheras Condo NO Deposit Needed 3R2B Fully Residential,371000,CHERAS,Apartments,1198 sq.ft.,3 Bedrooms,2 Bathrooms
Rumah Pangsa Segar Perdana w/ Lift KondisiBagus Cheras Eko Cheras MRT,140000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"The Mews Condo KLCC, City Centre 1271sf",2100000,CHERAS,Apartments,1271 sq.ft.,2 Bedrooms,2 Bathrooms
[ HUGE BALCONY ] Suasana Lumayan Condo Holmes Bandar Tun Razak Cheras,460000,CHERAS,Apartments,1142 sq.ft.,4 Bedrooms,2 Bathrooms
"Connaught Avenue , Jalan 4/142, Taman Connaught , Cheras",388000,CHERAS,Apartments,953 sq.ft.,3 Bedrooms,2 Bathrooms
RENOVATED*Lestari Apartment Bandar Sri Permaisuri,360000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
"Level 2, Near LRT | Cemara Apartment Bandar Sri Permaisuri, Cheras KL",320000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"LAST UNIT 920sf , fully furnished , Amaya Maluri , Taman Maluri Cheras",500000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
Ketumbar Heights,370000,CHERAS,Apartments,753 sq.ft.,2 Bedrooms,2 Bathrooms
Puncak Baiduri Apartment 850sf Cheras BELOW MARKET GOOD CONDITION F/L,285000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
KL Cheras RM300K - 100% Loan | Low Density | Monthly RM 1090,300000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"960sf , Midah Ria Condominium , Taman Midah , Cheras",380000,CHERAS,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
KL Cheras - Full Loan | FREE MOT | Monthly RM1090 | 3R 2B,300000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"【Limit Non Bumi +100% Loan】 Astana Lumayan , Bandar Sri Permaisuri",478000,CHERAS,Apartments,1207 sq.ft.,4 Bedrooms,2 Bathrooms
Rare Eko Cheras Corner 2room 2 bath unit for sell renovated,930000,CHERAS,Apartments,1065 sq.ft.,2 Bedrooms,2 Bathrooms
The Holmes 2 Bandar Tun Razak HUKM Cheras KL,465000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,3 Bathrooms
The Holmes 2 Bandar Tun Razak HUKM Cheras,430000,CHERAS,Apartments,980 sq.ft.,3 Bedrooms,2 Bathrooms
"( Below Market ) Cheras, Puncak Banyan Condo , Alam Damai Perdana",299000,CHERAS,Apartments,806 sq.ft.,3 Bedrooms,2 Bathrooms
KL LOW COST 2XXK ‼️ BEST INVEST ROI 5% CORNER & LIFT,200000,CHERAS,Apartments,616 sq.ft.,3 Bedrooms,1 Bathroom
Green Residence 4room 1611sqf freehold see cheras height emeraldhills,600000,CHERAS,Apartments,1611 sq.ft.,4 Bedrooms,5 Bathrooms
Vista Tasik Condominium Bandar Sri Permaisuri FREEHOLD CORNER RENOVATE,550000,CHERAS,Apartments,1225 sq.ft.,3 Bedrooms,2 Bathrooms
Vista Tasik Condominum Bandar Sri Permaisuri CHERAS KL FREEHOLD,530000,CHERAS,Apartments,1003 sq.ft.,3 Bedrooms,2 Bathrooms
[Complete 2021+ Monthly RM1700] Luxury Cheras Condo Near To MRT,405000,CHERAS,Apartments,1179 sq.ft.,3 Bedrooms,2 Bathrooms
[DUAL BALCANY] Cheras FREEHOLD Condo[3BED2BATH 0%DOWNPAYMENT+CASHBACK],387556,CHERAS,Apartments,1255 sq.ft.,3 Bedrooms,2 Bathrooms
Vista Tasik Condominium Bandar Sri Permaisuri Cheras KL Freehold,498000,CHERAS,Apartments,1012 sq.ft.,3 Bedrooms,2 Bathrooms
D'alamanda D alamanda Jalan Pudu Ulu CHERAS KL,299000,CHERAS,Apartments,695 sq.ft.,2 Bedrooms,1 Bathroom
Mentari Kondominium Bandar Sri Permaisuri Cheras KL,370000,CHERAS,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
"Cheras[Last Corner] New FREEHOLD Townhouse Ready Unit, Near Highway",387570,CHERAS,Apartments,1263 sq.ft.,3 Bedrooms,2 Bathrooms
"[15mins to K.L CENTRAL] Hilltop Cheras Condo [3Rooms2BBath 1,257sf]",387559,CHERAS,Apartments,1257 sq.ft.,3 Bedrooms,2 Bathrooms
The holmes 2 bandar tun razak,540000,CHERAS,Apartments,1106 sq.ft.,3 Bedrooms,3 Bathrooms
HOC 2021 VP 2022 Q1[3Room2Bath & 1243sf]Fully Residential Cheras Condo,389888,CHERAS,Apartments,1243 sq.ft.,3 Bedrooms,2 Bathrooms
"[Ready Move In 2022] 3R2B | 1,219sf [0% DownPayment + Rebate 19%]",388750,CHERAS,Apartments,1219 sq.ft.,3 Bedrooms,2 Bathrooms
"Lestari Apartment, Bandar Sri Permaisuri, Cheras",320000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
The holmes 2 bandar tun razak,450000,CHERAS,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
"Lestari Apartment,Bandar Sri Permaisuri, Cheras",360000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
(SKY LANDED DUPLEX 3R2B) Vista Midah Condo Walk To MRT Ekocheras IKEA,435000,CHERAS,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
"Plaza 393, cheras maluri , next to velocity",420000,CHERAS,Apartments,972 sq.ft.,3 Bedrooms,2 Bathrooms
"WARISAN CITYVIEW CHERAS MALURI, Near Velocity, TRX, MRT & LRT",470000,CHERAS,Apartments,1051 sq.ft.,3 Bedrooms,2 Bathrooms
"An Apartment Taman Lembah Maju, Ampang, Kuala Lumpur",189540,CHERAS,Apartments,853 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Angsana, Bandar Mahkota ,Cheras",250000,CHERAS,Apartments,753 sq.ft.,3 Bedrooms,2 Bathrooms
The holmes 2 bandar tun razak,460000,CHERAS,Apartments,1104 sq.ft.,3 Bedrooms,2 Bathrooms
LRT HUKM Sri Penara Bandar Sri Permaisuri 3R2B 650SQFT,245000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Putra Suria Residensi, Jalan Jelawat 2,Cheras",330000,CHERAS,Apartments,748 sq.ft.,3 Bedrooms,2 Bathrooms
"[1097 SQFT, STRATA] D'Alamanda Condominium Pudu Impian Cheras KL",450000,CHERAS,Apartments,1097 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Desa Tun Razak Untuk Dijual,195000,CHERAS,Apartments,660 sq.ft.,2 Bedrooms,1 Bathroom
New Condo Taman Segar 1000sqft 3R2B 3CP Leisure Mall Eko Cheras MRT,460000,CHERAS,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
"PANGSAPURI SRI PENARA, BANDAR SRI PERMAISURI CHERAS, Kuala Lumpur",230000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Bayu Tasik Condominium, Bandar Sri Permaisuri ,Cheras",375000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
Amaya Maluri Cheras Maluri 719sf BELOW MARKET FULL LOAN near LRT MRT,430000,CHERAS,Apartments,719 sq.ft.,2 Bedrooms,2 Bathrooms
The Holmes 2 Condominium Bandar Tun Razak Cheras Kuala Lumpur,550000,CHERAS,Apartments,1106 sq.ft.,3 Bedrooms,2 Bathrooms
Level 2 Block C - SRI PENARA Bandar Sri Permaisuri Cheras Kuala Lumpur,250000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
Pandan Lake View Apartment Cheras KL 856sf 100% Loan Good Condition,260000,CHERAS,Apartments,856 sq.ft.,3 Bedrooms,2 Bathrooms
Pertiwi Indah Condo 3R2B P/F Maluri Cheras,460000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
"Bayu Tasik 2 Condominium Bdr Sri Permaisuri ,Cheras",395000,CHERAS,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
"Partly Furnished Flat Sri Penara, Bumilot, Bandar Sri Permaisuri KL",235000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
(*Full Loan/Below Market*) Cheras Taman Connaught Mandarina Court UCSI,240000,CHERAS,Apartments,1 sq.ft.,3 Bedrooms,2 Bathrooms
"Sky Residence Shamelin KL Condo, Sunway Velocity",485000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
Freehold Townhouse 22x70 | UP TO RM53K CASHBACK | 0%Downpayment CHERAS,459600,CHERAS,Apartments,1307 sq.ft.,3 Bedrooms,2 Bathrooms
BIG Freehold Duplex Apartment DPUNCAK SUASANA BTHO CHERAS,310000,CHERAS,Apartments,1050 sq.ft.,3 Bedrooms,2 Bathrooms
24x75 1609sqft\Cash Back RM53k\Ready Unit\FREEHOLD Townhouse NEAR KL,478000,CHERAS,Apartments,1609 sq.ft.,3 Bedrooms,3 Bathrooms
Loan Reject Unit/ CHERAS FREEHOLD CONDO/Dual Balcony /Monthly RM1700,378200,CHERAS,Apartments,1200 sq.ft.,3 Bedrooms,2 Bathrooms
"Pertiwi Indah Condo, Taman Maluri, Bam Villa, 1100sf BELOW MARKET PRIC",419000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Indah Mas Taman Ikan Emas [820sqft Corner Lot] Cheras KL,275000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,1 Bathroom
The Holmes 2 Bandar Tun Razak,469000,CHERAS,Apartments,1104 sq.ft.,3 Bedrooms,2 Bathrooms
(Renovated) Sri Penara Apartment Bdr Sri Permaisuri,245000,CHERAS,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
Seri Cendekia Condominium [Highfloor View KLCC] Taman Connaught Cheras,270000,CHERAS,Apartments,980 sq.ft.,3 Bedrooms,2 Bathrooms
Low Downpayment Near MRT Cheras Condo with Balcony 3Rooms+2Baths,365000,CHERAS,Apartments,910 sq.ft.,3 Bedrooms,2 Bathrooms
Altitude 236 Condo Taman Connaught Cheras Alam Damai,780000,CHERAS,Apartments,1800 sq.ft.,3 Bedrooms,4 Bathrooms
VISTA HARTAMAS - Apartment For Sale (1st FLOOR),268000,CHERAS,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Vistaria Residensi Cheras KL Condo For Sales (walking distance MRT),580000,CHERAS,Apartments,1350 sq.ft.,4 Bedrooms,2 Bathrooms
Murah dan Cantik ! Flat Sri Penara Bandar Permasuri,250000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Seri Permai Sri Bahagia FREEHOLD Len Seng Alam Damai,235000,CHERAS,Apartments,820 sq.ft.,3 Bedrooms,2 Bathrooms
"Cengal Condominium, Bandar Sri Permaisuri Cheras, Kuala Lumpur",400000,CHERAS,Apartments,832 sq.ft.,3 Bedrooms,2 Bathrooms
"The Holmes 2, Bandar Tun Razak, Corner Unit",460000,CHERAS,Apartments,979 sq.ft.,3 Bedrooms,2 Bathrooms
"The Holmes 2, Bandar Tun Razak, Cheras, New Condo, 2 Car Park",418000,CHERAS,Apartments,943 sq.ft.,3 Bedrooms,2 Bathrooms
Parc 3 Sunway Velocity next to PGRM Maluri Cheras 2021 Complete,799000,CHERAS,Apartments,1278 sq.ft.,4 Bedrooms,2 Bathrooms
[Fully Refurbished] Connaught Avenue Condo Cheras Below Market Value,320000,CHERAS,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
Rumah Condominium Murah Dan Cantik Bayu Tasik Condominium,375000,CHERAS,Apartments,920 sq.ft.,3 Bedrooms,2 Bathrooms
RENOVATED | Sri Penara Apartment Bandar Sri Permaisuri Kuala Lumpur,289000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
D'Idaman Desa Tasik New Service Apartment Bandar Tasik Selatan Cheras,370800,CHERAS,Apartments,800 sq.ft.,2 Bedrooms,2 Bathrooms
[Lake View] FULL LOAN Pandan Lake View Apartment Ampang Cheras KL,270000,CHERAS,Apartments,856 sq.ft.,3 Bedrooms,2 Bathrooms
BAYU TASIK CONDOMINIUM Cheras Bandar Sri Permaisuri,380000,CHERAS,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
Sky Vista Condo 1450sf 3+1R Freehold KL View Cheras KL,620000,CHERAS,Apartments,1450 sq.ft.,4 Bedrooms,3 Bathrooms
[Dual Balcony] Cheras Condo Freehold Hilltop 0%D/P [1250sqft+2carpark],385000,CHERAS,Apartments,1250 sq.ft.,3 Bedrooms,2 Bathrooms
"Shamelin Star Residence Corner unit, Below market walking distance LRT",558000,CHERAS,Apartments,914 sq.ft.,3 Bedrooms,2 Bathrooms
"Unfurnished, Cemara Apartment, Bandar Sri Permaisuri, Cheras",330000,CHERAS,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"Shamelin Star Residence Corner unit, Below market walking distance LRT",559000,CHERAS,Apartments,914 sq.ft.,3 Bedrooms,2 Bathrooms
Sky Vista Condo 1450sf - 1700sf 2carparks Freehold Cheras KL,650000,CHERAS,Apartments,1450 sq.ft.,4 Bedrooms,3 Bathrooms
"[Corner, Partly Furnished] 3 Rooms NEW Duplex, Cheras, Kuala Lumpur",415000,CHERAS,Apartments,900 sq.ft.,3 Bedrooms,2 Bathrooms
"An Apartment Segar, Taman Segar, Cheras, Kuala Lumpur",123930,CHERAS,Apartments,545 sq.ft.,3 Bedrooms,2 Bathrooms
Laman Tasik Condo 3R3B Bandar Sri Permaisuri Cheras,489000,CHERAS,Apartments,1280 sq.ft.,3 Bedrooms,3 Bathrooms
Shamelin Star Condo 3R2B Taman Shamelin Perkasa PGRM,580000,CHERAS,Apartments,914 sq.ft.,3 Bedrooms,2 Bathrooms
Sky Vista Condo 1450sf Freehold 2Carparks Cheras KL,600000,CHERAS,Apartments,1450 sq.ft.,4 Bedrooms,2 Bathrooms
Pertiwi Indah Condo 1100sf 3R2B Cheras Taman Maluri Aeon Jusco,428000,CHERAS,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Unit Cantik Flat Sri Penara Blok A Untuk Dijual,250000,CHERAS,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
