Title,Price,Area,Category,Size,Bedrooms,Bathrooms
"[FREEHOLD+CORNER UNIT]Sentul Village,Sentul,KL",573000,SENTUL,Apartments,984 sq.ft.,3 Bedrooms,2 Bathrooms
(Full loan)(Low D/P) *856sf* Maxim Citylights Condo Sentul KL (BMV),310000,SENTUL,Apartments,856 sq.ft.,2 Bedrooms,2 Bathrooms
LUAS! Near LRT/UTC Apartment Mawar Sentul Kuala Lumpur,320000,SENTUL,Apartments,1005 sq.ft.,3 Bedrooms,2 Bathrooms
Below Market! Sentul Maxim Citylights KL,310000,SENTUL,Apartments,856 sq.ft.,2 Bedrooms,2 Bathrooms
CANTIK Sentul Utama Condominium RENOVATED Dato Senu Kuala Lumpur,320000,SENTUL,Apartments,878 sq.ft.,3 Bedrooms,2 Bathrooms
"Limited Area & Reno / Pangsapuri Sentul Utara Apartment, Sentul Gombak",230000,SENTUL,Apartments,725 sq.ft.,3 Bedrooms,2 Bathrooms
[Worth Buy] The Saffron Condo | Sentul | Tamarind Rivercity Jalan Ipoh,600000,SENTUL,Apartments,1000 sq.ft.,3 Bedrooms,2 Bathrooms
Below market tamarind sentul east,575000,SENTUL,Apartments,1115 sq.ft.,3 Bedrooms,2 Bathrooms
[NEAR LRT] Pangsapuri Melur Apartment Bandar Baru KL Sentul,386000,SENTUL,Apartments,1016 sq.ft.,3 Bedrooms,2 Bathrooms
"Mawar Apartment, Sentul nr Melur Full Loan Cashback 30k Below Market",299000,SENTUL,Apartments,1007 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Mawar Bandar Baru Sentul Kuala Lumpur,370000,SENTUL,Apartments,1005 sq.ft.,3 Bedrooms,2 Bathrooms
Sentul Village Condominium (First Owner),470000,SENTUL,Apartments,948 sq.ft.,3 Bedrooms,2 Bathrooms
"Mawar apartment , near lrt bandar baru sentul , utc . low floor",315000,SENTUL,Apartments,1005 sq.ft.,3 Bedrooms,2 Bathrooms
Flat bandar baru sentul . fully reno . level 2 . near lrt and utc,220000,SENTUL,Apartments,220000 sq.ft.,2 Bedrooms,1 Bathroom
"Flat bandar baru sentul . nice for investment , good return",200000,SENTUL,Apartments,560 sq.ft.,2 Bedrooms,1 Bathroom
"KL Freehold RicaSentul Completed, 200m to MRT2/KTM Face KLCC/Kepong",740000,SENTUL,Apartments,990 sq.ft.,3 Bedrooms,2 Bathrooms
KL Sentul Rumawip 850SF 3R2B 100% LOAN Free Register Free MOT,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Sentul Utara 570sf Bandar Sentul KL BELOW MARKET 100%LOAN,170000,SENTUL,Apartments,570 sq.ft.,2 Bedrooms,1 Bathroom
Sentul KL- Full Loan | Swimming Pool View | FREE MOT | ,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Sentul Rumawip KondoMewah 3r2b Percuma Daftar 0%Downpaymnt FreeMOT,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
1 Sentul Condominium (CORNER UNIT + KLCC VIEW),570000,SENTUL,Apartments,1335 sq.ft.,3 Bedrooms,2 Bathrooms
HOT UNIT! 2 PARKING Maxim Citylights Condominium Sentul,350000,SENTUL,Apartments,856 sq.ft.,2 Bedrooms,2 Bathrooms
HOT UNIT! RENOVATED Maxim Citylight Condominium Sentul,398000,SENTUL,Apartments,943 sq.ft.,2 Bedrooms,2 Bathrooms
Next to LRT Melur Apartment Bandar Baru Sentul,350000,SENTUL,Apartments,1016 sq.ft.,3 Bedrooms,2 Bathrooms
CORNER UNIT Panorama Residences Sentul Condominium Taman Bullion Mewah,410000,SENTUL,Apartments,1172 sq.ft.,3 Bedrooms,2 Bathrooms
"Full Loan 110%, 0 Down Payment, Bayu Sentul, KL near 1 Sentul Condo",490000,SENTUL,Apartments,1360 sq.ft.,3 Bedrooms,2 Bathrooms
"Full Loan 110%, 0 Down Payment, Bayu Sentul, KL ",420000,SENTUL,Apartments,1230 sq.ft.,3 Bedrooms,2 Bathrooms
" Sentul Village, KL near Sentul Point",460000,SENTUL,Apartments,948 sq.ft.,3 Bedrooms,2 Bathrooms
"Sentul Village, KL near Sentul Point and 1 Sentul",480000,SENTUL,Apartments,948 sq.ft.,4 Bedrooms,2 Bathrooms
Apartment Mawar Sentul (walking distance to LRT) Kuala Lumpur,375000,SENTUL,Apartments,1007 sq.ft.,3 Bedrooms,2 Bathrooms
Sentul Rumawip KL 850sqft 3R2B 100% Loan Free MOT Free Register KL,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Mawar (RM1000 Booking only) Sentul Timur LRT Station,330000,SENTUL,Apartments,1007 sq.ft.,3 Bedrooms,2 Bathrooms
Raflesia Sentul below market value Bandar baru Sentul LRT Sentul,545000,SENTUL,Apartments,1231 sq.ft.,4 Bedrooms,3 Bathrooms
Rumawip Sentul KL 850sqft 3R2B 100% Loan Free Register Free MOT KL,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
SENTUL UTAMA CONDO BELOW MARKET VALUE TAMAN DATO’SENU,360000,SENTUL,Apartments,877 sq.ft.,3 Bedrooms,2 Bathrooms
200m Mrt Station-Freehold 2021 Completed New Residencial 5 Star Condo,385000,SENTUL,Apartments,689 sq.ft.,1 Bedroom,1 Bathroom
2021 Freehold Completed New Condo-200m walk to Mrt Station,486000,SENTUL,Apartments,807 sq.ft.,2 Bedrooms,1 Bathroom
Sentul Point Freehold Ready Developer Unit HOC Discount Sentul ,313000,SENTUL,Apartments,700 sq.ft.,2 Bedrooms,1 Bathroom
Minest Residence Freehold 4room3bath with 2 carpark Sentul Setapak KL,467800,SENTUL,Apartments,1050 sq.ft.,4 Bedrooms,3 Bathrooms
100 % LOAN RARE PANORAMA CONDO RESIDENCE SAME LEVEL SWIM POOL Sentul,450000,SENTUL,Apartments,1100 sq.ft.,3 Bedrooms,1 Bathroom
"Sri suajaya condominium, Block 204, Level 9, freehold, sentul",330000,SENTUL,Apartments,996 sq.ft.,2 Bedrooms,2 Bathrooms
Sentul Village Condominium Partially Furnished,480000,SENTUL,Apartments,948 sq.ft.,3 Bedrooms,2 Bathrooms
"[Freehold Condo In KL] Cheapest Condo, Sentul, KL",330000,SENTUL,Apartments,1071 sq.ft.,3 Bedrooms,2 Bathrooms
"| GOOD CONDITION | Sentul Utama Condominium, Sentul KL",355000,SENTUL,Apartments,1029 sq.ft.,4 Bedrooms,3 Bathrooms
Sentul KL- Full Loan | FREE MOT | Low Density | Monthly RM1040,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
SENTUL POINT Suite Apartment [ ID RENOVATION / FULLY FURNISHED ],450000,SENTUL,Apartments,743 sq.ft.,2 Bedrooms,2 Bathrooms
KL Sentul - 100% Loan| 10 unit Perfloor| Condo Concept | 3R 2B,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"Sri Suajaya Condominium, Sentul, Freehold, Furnished, Pool View",320000,SENTUL,Apartments,900 sq.ft.,3 Bedrooms,2 Bathrooms
KL Sentul Rumawip 850SF 3R2B Free Register 100% LOAN Free MOT,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
(Fullloan)(Low Downpayment)Maxim Citylights Sentul 3B2B For Sales,440000,SENTUL,Apartments,1009 sq.ft.,3 Bedrooms,2 Bathrooms
Maxim Citylights Sentul KL 860sf BELOW MARKET FULL LOAN CHEAPEST,320000,SENTUL,Apartments,856 sq.ft.,2 Bedrooms,2 Bathrooms
Pangsapuri mawar . near lrt bandar baru sentul and utc,315000,SENTUL,Apartments,1005 sq.ft.,3 Bedrooms,2 Bathrooms
"Flat bandar baru sentul . middle floor , fully reno",220000,SENTUL,Apartments,560 sq.ft.,2 Bedrooms,1 Bathroom
Sentul utama condominium,360000,SENTUL,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
Mah Sing M Arisa [only RM500 to own] Freehold | Partly Furnished,288000,SENTUL,Apartments,500 sq.ft.,1 Bedroom,1 Bathroom
[hotdeal unit cantik endlot 2 parking]maxim citylights sentul kl,410000,SENTUL,Apartments,1008 sq.ft.,3 Bedrooms,2 Bathrooms
"MAXIM CITYLIGHTS SENTUL , Bandar baru sentul , Jalan Ipoh, KLCC, HKL",420000,SENTUL,Apartments,1095 sq.ft.,3 Bedrooms,2 Bathrooms
"2021 KL Sentul Point new condo, 2room,freehold ready unit free booking",344800,SENTUL,Apartments,743 sq.ft.,2 Bedrooms,2 Bathrooms
"Maxim Citylight Sentul, Jalan ipoh, Sentul, HKL, IJN",345000,SENTUL,Apartments,1009 sq.ft.,3 Bedrooms,2 Bathrooms
FREEHOLD NON BUMI Sri Suajaya Condo Sentul KL,380000,SENTUL,Apartments,980 sq.ft.,3 Bedrooms,2 Bathrooms
FULLY FURNISH RENOVATED Hot Unit Maxim Citylights Sentul,430000,SENTUL,Apartments,1009 sq.ft.,3 Bedrooms,3 Bathrooms
(NEGO) NEAR LRT/UTC Apartment Mawar Sentul,345000,SENTUL,Apartments,1007 sq.ft.,3 Bedrooms,2 Bathrooms
GOOD DEALS Desa Sentul Service Apartment Sentul Perdana Kuala Lumpur,500000,SENTUL,Apartments,948 sq.ft.,3 Bedrooms,2 Bathrooms
"[Ground Floor] Anjung Villa Condo, Sentul, KL",545000,SENTUL,Apartments,1202 sq.ft.,3 Bedrooms,2 Bathrooms
Sentul Luxury Condo 3room 2 car park Gombak KL Wangsamaju Kepong,448000,SENTUL,Apartments,1050 sq.ft.,4 Bedrooms,3 Bathrooms
Minest residence midlfr 480K c klcc rica sentul point maxim 2carpark,480000,SENTUL,Apartments,1050 sq.ft.,4 Bedrooms,3 Bathrooms
"BEST Block A, Sentul Utama Condo Tmn Dato Senu Sentul",290000,SENTUL,Apartments,877 sq.ft.,3 Bedrooms,2 Bathrooms
KL Sentul Rumawip 3R2B FULL LOAN FREE REGISTER NEAR SHOPING MALL,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"Maxim Citylights for Sales [well keep unit, Full loan]Sentul Selayang",450000,SENTUL,Apartments,1095 sq.ft.,3 Bedrooms,2 Bathrooms
[NEGO] The Saffron | Sentul | 1087sf | KLCC Unblock View | Tamarind KL,618000,SENTUL,Apartments,1087 sq.ft.,3 Bedrooms,2 Bathrooms
"KL Sentul Point Completed 2021 , 2room2bath , Freehold , HOC 0%Down",343528,SENTUL,Apartments,743 sq.ft.,2 Bedrooms,2 Bathrooms
"Maxim Citylight Sentul, near shops,schools,short drive to KLCC,Publika",335000,SENTUL,Apartments,856 sq.ft.,2 Bedrooms,2 Bathrooms
"Maxim Citylight sentul, Good condition(Cheapest) SALE",368000,SENTUL,Apartments,1009 sq.ft.,3 Bedrooms,2 Bathrooms
"Bayu Sentul Condominium , Sentul (Cheapest SALE)",458000,SENTUL,Apartments,1250 sq.ft.,3 Bedrooms,2 Bathrooms
Maxim Citylights Specialist Agent Sentul Fews Units ( Hav Balcony ),400000,SENTUL,Apartments,1095 sq.ft.,3 Bedrooms,2 Bathrooms
(NEAR TO LRT) UNIT CANTIK | Sentul / Kuala Lumpur / Titiwangsa- MELUR,395000,SENTUL,Apartments,1025 sq.ft.,3 Bedrooms,2 Bathrooms
1 Sentul Condominium Corner Unit KLCC View For Sale,550000,SENTUL,Apartments,1335 sq.ft.,3 Bedrooms,2 Bathrooms
Rica sentul 1room c klcc court28 readyin free legal jalan ipoh 380K,380000,SENTUL,Apartments,689 sq.ft.,1 Bedroom,1 Bathroom
"KasMoni Condo Gaji 2700 ""2022 Move in"" Offer Bumi Gov Petronas 5+10%",400000,SENTUL,Apartments,1055 sq.ft.,3 Bedrooms,2 Bathrooms
"Citra Condo Offer Bumi Skim Gaji 2700"" 2022 Move in"" Near HKL,500m MRT",405000,SENTUL,Apartments,967 sq.ft.,3 Bedrooms,2 Bathrooms
Zeta desky Condo Batu Muda Sentul 2400sqft 6roomdirect owner PENTHOUSE,700000,SENTUL,Apartments,2400 sq.ft.,6 Bedrooms,4 Bathrooms
[ FULLY FURNISHED ] One Maxim Residence Sentul Kuala Lumpur,360000,SENTUL,Apartments,650 sq.ft.,2 Bedrooms,2 Bathrooms
"Sri Suajaya Condominium, Sentul NEGO",380000,SENTUL,Apartments,1533 sq.ft.,5 Bedrooms,2 Bathrooms
Beautiful Renovated Maxim Citylight Condominium For Sale,430000,SENTUL,Apartments,1009 sq.ft.,3 Bedrooms,2 Bathrooms
Non bumi!!! sri suajaya condominium sentul kuala lumpur,365000,SENTUL,Apartments,1095 sq.ft.,3 Bedrooms,2 Bathrooms
FREEHOLD. LOW FLOOR. NEAR LRT. 10 min KLCC. Sri Suajaya Condo Sentul,340000,SENTUL,Apartments,1187 sq.ft.,4 Bedrooms,2 Bathrooms
[below market 60k]sentul point brand new luxury condo kl,441000,SENTUL,Apartments,1001 sq.ft.,3 Bedrooms,2 Bathrooms
[CORNER UNIT]1 Sentul Condominium Kuala Lumpur,550000,SENTUL,Apartments,1355 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Melur Bandar Baru Sentul With Fully Furnished And Renovated,450000,SENTUL,Apartments,1082 sq.ft.,3 Bedrooms,2 Bathrooms
"WTS-A129 Pangsapuri Sentul Utara, Jalan Sentul Pasar, Kuala Lumpur",200000,SENTUL,Apartments,570 sq.ft.,2 Bedrooms,1 Bathroom
Melur Apartment Sentul Cashback 30k Full Loan Renovated Corner Unit,370000,SENTUL,Apartments,1016 sq.ft.,3 Bedrooms,2 Bathrooms
"[KLCC VIEW + CORNER LOT] Bayu Sentul Condo, Sentul KL",520000,SENTUL,Apartments,1362 sq.ft.,3 Bedrooms,2 Bathrooms
"One Maxim Service Residence, Jalan Pelangi 2, Sentul Pasar",395000,SENTUL,Apartments,943 sq.ft.,2 Bedrooms,2 Bathrooms
Apartment Bandar Baru Sentul GUARDED+EASY ACCESS+GOOD ENVIRONMENT+LRT,320000,SENTUL,Apartments,1005 sq.ft.,3 Bedrooms,2 Bathrooms
Mah Sing M centura [RM500 to own] Move in Soon [Freehold],489000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Sentul Free Hold Property Sri Suajaya Condominium,300000,SENTUL,Apartments,973 sq.ft.,3 Bedrooms,2 Bathrooms
"Sri Suajaya condominium, BLOK 204 TINGKAT 9, Freehold, Sentul",340000,SENTUL,Apartments,1083 sq.ft.,3 Bedrooms,2 Bathrooms
KL Sentul-100% Loan| 10 unit perfloor| Monthly RM1030| Condo Concept,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"The Saffron Condo [NEGO+FULLY F + Renovated Unit]Sentul, Jalan Ipoh KL",618000,SENTUL,Apartments,1087 sq.ft.,3 Bedrooms,2 Bathrooms
"Sentul Point , Completed Project , 2Room 2Bath , Low Downpayment , KL",336000,SENTUL,Apartments,743 sq.ft.,2 Bedrooms,2 Bathrooms
"Hazel Condo Gaji 2700""2022 Move in""Near HKL,500m MRT Offer Bumi Skim",403000,SENTUL,Apartments,967 sq.ft.,3 Bedrooms,2 Bathrooms
Sri suajaya condominium sentul,365000,SENTUL,Apartments,1095 sq.ft.,3 Bedrooms,2 Bathrooms
[ Maxim Citylights Specialist] Sentul Condominium KL,350000,SENTUL,Apartments,1009 sq.ft.,3 Bedrooms,2 Bathrooms
"Maxim Citylights Condo [2 Carparks] Sentul, Setapak KL",350000,SENTUL,Apartments,1009 sq.ft.,3 Bedrooms,2 Bathrooms
2 Car Parks | Panorama Condominium Sentul,430000,SENTUL,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
[klcc view & corner unit] 1 sentul condominium,550000,SENTUL,Apartments,1335 sq.ft.,3 Bedrooms,2 Bathrooms
CORNER | Rafflesia Condominium Bandar Baru Sentul Kuala Lumpur,550000,SENTUL,Apartments,1231 sq.ft.,4 Bedrooms,3 Bathrooms
Mutiara Sentull Condo 100% loan low deposit,330000,SENTUL,Apartments,1017 sq.ft.,3 Bedrooms,2 Bathrooms
KL Sentul Rumawip 100% LOAN 850SF FREE REGISTER NEAR SHOPING MALL,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
[ BIGGER UNIT 1630sf ] Bayu Sentul | 2 Car Park | Renovated | Move In,690000,SENTUL,Apartments,1630 sq.ft.,3 Bedrooms,3 Bathrooms
"Pelangi Condominium, Sentul KL",440000,SENTUL,Apartments,1259 sq.ft.,3 Bedrooms,2 Bathrooms
"VIEW KLCC, Corner Unit!!! 1 SENTUL Condominium",550000,SENTUL,Apartments,1333 sq.ft.,3 Bedrooms,2 Bathrooms
Rumawip Sentul KL 850sqft 3R2B 100% Loan Free MOT Free Register KL,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"Bayu Sentul Condo Taman Dato Senu, ZERO DOWNPAYMENT FULL LOAN",440000,SENTUL,Apartments,1230 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Menara Orkid Sentul Below Market Value,270000,SENTUL,Apartments,270000 sq.ft.,3 Bedrooms,2 Bathrooms
"(faster selling cheap) maxim citylight, sentul",390000,SENTUL,Apartments,856 sq.ft.,2 Bedrooms,2 Bathrooms
The Capers Sentul East [3+1R 4B 1CP] Partially unit BELOW MARKET PRICE,800000,SENTUL,Apartments,1381 sq.ft.,3 Bedrooms,4 Bathrooms
"Rica Residence [1+1R 1B 1CP] PARTIALLY Furnished, Sentul, link KTM",500000,SENTUL,Apartments,700 sq.ft.,1 Bedroom,1 Bathroom
Refurbish Penthouse at Heritage Condo Jalan Pahang,650000,SENTUL,Apartments,2650 sq.ft.,4 Bedrooms,4 Bathrooms
Bayu sentul corner below market unit rm1k booking,525000,SENTUL,Apartments,1363 sq.ft.,3 Bedrooms,2 Bathrooms
"Sentul village well kept rm1k booking, below market , full loan",420000,SENTUL,Apartments,948 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment murah untuk dijual di sentul,380000,SENTUL,Apartments,856 sq.ft.,2 Bedrooms,2 Bathrooms
[NEGO] Saffron | Sentul | 1087sf | RENO | Full Furnished | Tamarind KL,618000,SENTUL,Apartments,1087 sq.ft.,3 Bedrooms,2 Bathrooms
Cheap Condo at Sentul Utama,325000,SENTUL,Apartments,877 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri Mawar Apartment 1007sqft Sentul KL BELOW MV 100%FULL LOAN,315000,SENTUL,Apartments,1007 sq.ft.,3 Bedrooms,2 Bathrooms
"Bayu Sentul Condo , Jin Dato Senu",550000,SENTUL,Apartments,1630 sq.ft.,4 Bedrooms,3 Bathrooms
"Block A, Sentul Utama Condo Tmn Dato Senu Sentul",300000,SENTUL,Apartments,877 sq.ft.,3 Bedrooms,2 Bathrooms
(Zero Downpayment+HOC)Freehold Residence 3r2b with 2AC Monthly RM1300,345690,SENTUL,Apartments,818 sq.ft.,3 Bedrooms,2 Bathrooms
(Zero Downpayment+HOC)Freehold Residence 2r2b with 2AC Monthly RM1100,296800,SENTUL,Apartments,690 sq.ft.,2 Bedrooms,2 Bathrooms
Mahasa Villa Sentul KLCC VIEW !!!,320000,SENTUL,Apartments,884 sq.ft.,3 Bedrooms,2 Bathrooms
"The Capers Condo [3+1R 3+1B 2CP] Fully furnish RENOVATED, Sentul East",880000,SENTUL,Apartments,1381 sq.ft.,3 Bedrooms,3 Bathrooms
"The Capers, Below Market Price, Fully furnished unit, Sentul",580000,SENTUL,Apartments,819 sq.ft.,2 Bedrooms,2 Bathrooms
3-room condo level 8 Pangsapuri Mawar Sentul (Good condition 9/10),350000,SENTUL,Apartments,1007 sq.ft.,3 Bedrooms,2 Bathrooms
"Sentul Point Suite Apartment, Sentul, KL",350000,SENTUL,Apartments,743 sq.ft.,2 Bedrooms,2 Bathrooms
"LOW FLOOR CORNER UNIT Sentul Park Apartment, Sentul Pasar, KL",300000,SENTUL,Apartments,733 sq.ft.,3 Bedrooms,2 Bathrooms
Flat bandar baru sentul . middle floor . fully reno,220000,SENTUL,Apartments,560 sq.ft.,2 Bedrooms,1 Bathroom
Mawar apartment . bandar baru sentul . near lrt and utc,315000,SENTUL,Apartments,1005 sq.ft.,3 Bedrooms,2 Bathrooms
The Fennel Condo Freehold High Risa Beautiful View Below Market Value,750000,SENTUL,Apartments,1272 sq.ft.,3 Bedrooms,2 Bathrooms
"Sentul Utama Condominium, Sentul, Kuala Lumpur",320000,SENTUL,Apartments,877 sq.ft.,3 Bedrooms,2 Bathrooms
Melur apartment [ 3bedroom 2bathroom ] walking distance lrt station,350000,SENTUL,Apartments,1025 sq.ft.,3 Bedrooms,2 Bathrooms
"FREEHOLD 4 ROOMS 2 CP Condominium 1 Sentul, Kuala Lumpur",530000,SENTUL,Apartments,1335 sq.ft.,4 Bedrooms,2 Bathrooms
"Pangsapuri Sentul Utara, Jalan Sentul, medium cost Block 156",210000,SENTUL,Apartments,600 sq.ft.,2 Bedrooms,1 Bathroom
Sentul KL- Full Loan | Monthly 1040 | Low Interest Rate 2.9%,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"(NICE FACILITY, 2 CARPARK)- Maxim Citylights Condo, Sentul KL",420000,SENTUL,Apartments,1009 sq.ft.,3 Bedrooms,2 Bathrooms
FULLY FURNISHED | UNBLOCKED KLCC VIEW | 4+1Bedroom | The Saffron Condo,1200000,SENTUL,Apartments,1873 sq.ft.,5 Bedrooms,5 Bathrooms
HOT AREA Flat Sri Pangkor Sentul Pasar KL,180000,SENTUL,Apartments,650 sq.ft.,2 Bedrooms,1 Bathroom
Maxim citylights sentul kl for sale,350000,SENTUL,Apartments,1009 sq.ft.,3 Bedrooms,2 Bathrooms
0% d/p-KL Freehold+2 Car Park-New Completed Condo-Walking Mrt-Lrt-Ktm,480000,SENTUL,Apartments,807 sq.ft.,2 Bedrooms,1 Bathroom
Rica residence 380K see sentul point maxim citylight readyin freelegal,380000,SENTUL,Apartments,689 sq.ft.,2 Bedrooms,1 Bathroom
FULL LOAN | Low Density | 10 unit Perfloor | Condo Concept,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
FreeHold Rica Residence Sentul 990sf 2+1Room 2Carpark Developer Unit,599500,SENTUL,Apartments,990 sq.ft.,2 Bedrooms,2 Bathrooms
"Maxim Citylight, Sentul nr Sentul Point Sky Awani Full Loan Cashback",289000,SENTUL,Apartments,856 sq.ft.,2 Bedrooms,2 Bathrooms
"HOT!!! [Renovated + Free Hold] Duplex Sri Suajaya Condominium, Sentul",380000,SENTUL,Apartments,1533 sq.ft.,5 Bedrooms,2 Bathrooms
Sentul Village Desa sentul,500000,SENTUL,Apartments,948 sq.ft.,3 Bedrooms,2 Bathrooms
"Renovated Limited / Pangsapuri Sentul Utara Apartment, Sentul Gombak",230000,SENTUL,Apartments,725 sq.ft.,3 Bedrooms,2 Bathrooms
Below Market 29% | Duplex The Capers Sentul East 1925sf Freehold,1060000,SENTUL,Apartments,1925 sq.ft.,4 Bedrooms,4 Bathrooms
[COMPLETING Q2 2022] SENTUL NEW CONDO 1200sf 2Carpark 300m to LRT KL,640000,SENTUL,Apartments,1200 sq.ft.,4 Bedrooms,2 Bathrooms
Sentul Freehold Condo Direct to Duke 2 Highway !!! 5KM to KLCC,290000,SENTUL,Apartments,700 sq.ft.,2 Bedrooms,2 Bathrooms
RM120K RENOVATED BELOW MARKET VALUE CONDO Anjung Villa Sentul,529000,SENTUL,Apartments,1202 sq.ft.,3 Bedrooms,2 Bathrooms
KL SentulPoint 2021 Completed Condo 2R2B HOC Package 0% Down/SPA/MOT,313000,SENTUL,Apartments,313000 sq.ft.,2 Bedrooms,2 Bathrooms
KL Completed Rm380k FREEHOLD 1R1B Free All Legals MOT 5 Tier Security,383000,SENTUL,Apartments,689 sq.ft.,1 Bedroom,1 Bathroom
FreeHold KL Sentul Completed Condo 2Room1Bath Booking Rm1000 to Movein,313000,SENTUL,Apartments,700 sq.ft.,2 Bedrooms,1 Bathroom
"1 sentul condo, kuala lumpur for sale",650000,SENTUL,Apartments,1355 sq.ft.,4 Bedrooms,2 Bathrooms
"1 sentul condo, kuala lumpur for sale",550000,SENTUL,Apartments,1066 sq.ft.,3 Bedrooms,2 Bathrooms
CANTIK RENOVATED Sentul Utama Condominium Dato Senu Kuala Lumpur,320000,SENTUL,Apartments,879 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Sentul Serviced Apartment Freehold Strata Title Sentul,500000,SENTUL,Apartments,948 sq.ft.,3 Bedrooms,2 Bathrooms
Maxim Citylights Sentul SPECIALIST FEWS UNIT Kl City Low Down Payment,309000,SENTUL,Apartments,856 sq.ft.,2 Bedrooms,2 Bathrooms
[ HIGH ROI FOR INVEST ] Pangsapuri Sentul Utama Taman Sentul Utama,199000,SENTUL,Apartments,678 sq.ft.,3 Bedrooms,1 Bathroom
Rumawip Sentul KL 850sqft 3R2B Free MOT Free Register 100% Full Loan,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
KL Sentul Rumawip FULL LOAN FREE REGISTER FREE MOT,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
New Condo At Sentul Low Density,410000,SENTUL,Apartments,950 sq.ft.,3 Bedrooms,2 Bathrooms
"NICE VIEW Sri Suajaya Condominium, Sentul, Kuala Lumpur",360000,SENTUL,Apartments,1095 sq.ft.,3 Bedrooms,2 Bathrooms
FULL LOAN Sentul Village 948sf FREEHOLD EXTRA Partly Batu Caves View,425000,SENTUL,Apartments,948 sq.ft.,3 Bedrooms,2 Bathrooms
"[Booking RM1,000] Pangsapuri Sentul Utama, Sentul with STRATA TITLE",190000,SENTUL,Apartments,678 sq.ft.,3 Bedrooms,1 Bathroom
Melur Apartment Sentul LRT,345000,SENTUL,Apartments,1007 sq.ft.,3 Bedrooms,2 Bathrooms
Sentul Utama Condo 850sf KL Below Market Sentul FULL LOAN,300000,SENTUL,Apartments,877 sq.ft.,3 Bedrooms,2 Bathrooms
"Well Kept & Reno / Pangsapuri Sentul Utara Apartment, Sentul Gombak",238000,SENTUL,Apartments,725 sq.ft.,3 Bedrooms,2 Bathrooms
Bayu Sentul [Corner | 2 Car Park] Sentul | Jalan Ipoh,530000,SENTUL,Apartments,1363 sq.ft.,3 Bedrooms,2 Bathrooms
Menara Orkid Condo 850SF 3r2b Bandar Baru Sentul,270000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Rumawip Sentul KL 850sqft 3R2B 1CP Low Density KLCC,300000,SENTUL,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Maxim Citylights 1095sqft 2room 2bathroom Near Skyawani,400000,SENTUL,Apartments,1095 sq.ft.,3 Bedrooms,2 Bathrooms
Maxim Citylights 1009sqft 3room 2bathroom Near Skyawani,350000,SENTUL,Apartments,1009 sq.ft.,3 Bedrooms,2 Bathrooms
【ONLY RM 200 Booking】Sentul Freehold 2 Carpark 3R BIG BALCONY. HOC,440000,SENTUL,Apartments,958 sq.ft.,3 Bedrooms,2 Bathrooms
1 Sentul 1081sf 3r2b Klcc View Near Sentul Point,490000,SENTUL,Apartments,1081 sq.ft.,3 Bedrooms,2 Bathrooms
Rica residence readyin 2carpark c skymeridian sentul village free MOT,570000,SENTUL,Apartments,990 sq.ft.,3 Bedrooms,2 Bathrooms
"(GREAT LOCATION),Maxim Citylight, Sentul Perdana, Sentul,Kuala Lumpur",450000,SENTUL,Apartments,1009 sq.ft.,3 Bedrooms,2 Bathrooms
"The Capers, Fennel 1381sqft 4R4B near LRT Sentul [FOR SALE]",810000,SENTUL,Apartments,1381 sq.ft.,4 Bedrooms,4 Bathrooms
